account_id,account_name,industry,customer_type,contract_length_months,client_tenure_months,deal_value_usd,deal_status
A00683,"Holder, Young and Hendricks",SMB SaaS,New,32,28,19117.7,Closed‑Won
A00684,"Flores, Harper and Chambers",SMB SaaS,Expansion,35,12,14041.4,Closed‑Won
A00685,Young-Walter,HealthTech,New,23,2,14982.29,Closed‑Won
A00686,"Boyd, Gutierrez and Hill",Logistics,New,24,51,19738.49,Negotiation
A00687,"Fry, Hobbs and Buck",MarTech,Expansion,25,48,13730.53,Closed‑Won
A00688,"Shelton, Peters and Williams",E‑Commerce,Expansion,24,31,10884.1,Closed‑Won
A00689,David-Powers,MarTech,Expansion,22,1,20638.53,Closed‑Won
A00690,"Flores, Butler and Hernandez",Logistics,New,35,6,11438.56,Closed‑Won
A00691,White-Medina,SMB SaaS,Expansion,27,7,20047.57,Closed‑Won
A00692,Atkinson LLC,Logistics,New,8,43,12187.02,Closed‑Won
A00693,"Thomas, Ford and Brown",SMB SaaS,New,17,13,14647.41,Closed‑Won
A00694,Faulkner-Grant,SMB SaaS,New,35,15,15601.15,Closed‑Won
A00695,Price LLC,FinTech,New,18,51,9435.15,Closed‑Won
A00696,Rivera Inc,EdTech,New,12,52,13391.49,Closed‑Won
A00697,Boone-Davis,CyberSecurity,New,32,46,15263.81,Closed‑Won
A00698,"Calderon, Williams and Bennett",E‑Commerce,Expansion,24,19,11665.63,Closed‑Won
A00699,"Morrison, Russo and Lopez",FinTech,New,22,35,15423.15,Closed‑Won
A00700,"Ramsey, Hansen and Mendoza",FinTech,New,18,12,14347.25,Closed‑Won
A00701,Turner-Stout,E‑Commerce,New,9,51,12086.64,Closed‑Won
A00702,Giles Ltd,E‑Commerce,New,17,6,13737.36,Closed‑Lost
A00703,Burgess Group,HealthTech,New,19,44,19227.22,Closed‑Won
A00704,Dominguez Ltd,HealthTech,New,33,31,13551.35,Closed‑Won
A00705,Sanders and Sons,HealthTech,New,15,45,12128.82,Closed‑Won
A00706,"Morris, Campbell and Owens",E‑Commerce,Expansion,10,27,18647.43,Negotiation
A00707,"Howard, Green and Hunt",FinTech,Expansion,18,10,17480.77,Closed‑Won
A00708,Owens-Lang,E‑Commerce,New,35,45,16577.97,Closed‑Won
A00709,"Harrison, Franco and Rocha",MarTech,New,20,38,11261.95,Closed‑Won
A00710,Edwards-Williams,MarTech,Expansion,17,28,13571.98,Closed‑Won
A00711,Figueroa Inc,CyberSecurity,Expansion,26,22,12902.84,Closed‑Won
A00712,Tran-Silva,E‑Commerce,New,25,21,11678.97,Closed‑Won
A00713,"Butler, Hernandez and Rivera",CyberSecurity,Expansion,14,29,10622.1,Negotiation
A00714,Hudson-Sanchez,Logistics,Expansion,35,16,9910.75,Closed‑Won
A00715,"Pena, Cohen and Scott",SMB SaaS,Expansion,23,17,20154.32,Closed‑Lost
A00716,Levy-May,Logistics,New,7,17,20259.96,Closed‑Won
A00717,Murray-Oconnor,E‑Commerce,New,18,1,17514.39,Closed‑Won
A00718,Jackson-Cortez,MarTech,New,33,55,11791.2,Closed‑Won
A00719,White-Preston,HealthTech,New,17,14,4180.3,Closed‑Won
A00720,"Bernard, Warren and Combs",E‑Commerce,New,23,10,16002.32,On‑Hold
A00721,Landry Ltd,HealthTech,New,24,9,11881.91,Closed‑Won
A00722,Duran Group,SMB SaaS,New,27,59,13842.88,Closed‑Won
A00723,Kirby and Sons,Logistics,New,32,29,23071.73,Closed‑Won
A00724,Mann Inc,FinTech,Expansion,10,20,7760.83,On‑Hold
A00725,Wagner LLC,Logistics,New,21,24,12848.66,Closed‑Won
A00726,Williamson Ltd,FinTech,New,22,6,10519.02,Closed‑Won
A00727,"Durham, Hopkins and Smith",CyberSecurity,Expansion,10,19,14890.69,Closed‑Won
A00728,"Arnold, Smith and Moreno",FinTech,Expansion,26,15,18657.34,Closed‑Won
A00729,Nichols-Mitchell,MarTech,Expansion,9,48,13330.34,Closed‑Lost
A00730,"Li, Craig and Drake",CyberSecurity,Expansion,19,4,11840.13,Closed‑Won
A00731,Rodriguez Inc,CyberSecurity,Expansion,15,26,12636.91,Closed‑Won
A00732,"Hernandez, Lee and Fox",MarTech,New,10,47,14312.44,Closed‑Won
A00733,Adams-Sanders,SMB SaaS,New,30,50,17333.31,Closed‑Won
A00734,Chung-Stevens,Logistics,New,13,31,12909.53,Closed‑Won
A00735,Branch and Sons,HealthTech,New,13,14,16300.43,Closed‑Won
A00736,Sutton-Abbott,CyberSecurity,Expansion,31,20,19752.82,Closed‑Won
A00737,"Frey, Santos and Johnson",CyberSecurity,New,32,14,14753.37,Closed‑Won
A00738,Gray-Tran,EdTech,New,7,40,12190.28,On‑Hold
A00739,Walsh Ltd,CyberSecurity,New,14,18,14722.87,Closed‑Won
A00740,Miller Group,SMB SaaS,New,27,38,10666.02,Closed‑Won
A00741,"Mueller, Knight and Hodge",Logistics,New,29,39,20229.69,Closed‑Won
A00742,Jacobson Inc,Logistics,New,35,56,14575.69,Closed‑Won
A00743,Lewis Ltd,CyberSecurity,Expansion,22,22,12797.95,Closed‑Won
A00744,"Alvarez, Williams and Jones",EdTech,New,6,57,10359.49,On‑Hold
A00745,Lam-Elliott,Logistics,Expansion,32,24,24956.89,Closed‑Won
A00746,White LLC,EdTech,New,10,41,15914.48,Closed‑Won
A00747,Ali PLC,E‑Commerce,New,9,40,11491.65,Closed‑Won
A00748,Goodwin Ltd,EdTech,New,26,49,11148.83,Closed‑Won
A00749,Hickman-Evans,EdTech,Expansion,24,28,20007.21,Closed‑Won
A00750,"Allen, Davenport and Price",HealthTech,New,7,47,16769.31,Closed‑Won
A00751,"Rivera, Campos and Taylor",SMB SaaS,Expansion,11,21,15956.78,Closed‑Won
A00752,"Ramsey, Mason and Mccann",HealthTech,New,23,29,17351.89,Closed‑Won
A00753,Davis and Sons,FinTech,New,13,30,13870.09,Closed‑Won
A00754,Peterson PLC,SMB SaaS,Expansion,26,42,15197.89,Closed‑Won
A00755,"Sanders, Ayala and Johnson",E‑Commerce,New,18,37,18081.42,Closed‑Won
A00756,Bowers-Hayes,MarTech,New,23,5,19203.76,On‑Hold
A00757,Kelly Group,CyberSecurity,Expansion,20,48,14057.3,Negotiation
A00758,Lopez-Willis,MarTech,New,16,45,14571.79,Closed‑Won
A00759,Miller-Montgomery,HealthTech,New,16,7,16991.73,Closed‑Won
A00760,Marquez Inc,CyberSecurity,New,26,57,18607.59,Closed‑Won
A00761,Moore-Dawson,HealthTech,New,21,39,13196.56,Closed‑Won
A00762,"Moore, Price and Ward",E‑Commerce,Expansion,23,6,13751.52,Closed‑Won
A00763,Smith LLC,SMB SaaS,Expansion,23,29,16778.88,Closed‑Won
A00764,Ward-Nelson,SMB SaaS,New,12,50,12932.29,Closed‑Won
A00765,Miller Group,EdTech,Expansion,33,17,19306.27,Closed‑Lost
A00766,Hawkins-Hunt,Logistics,New,22,56,14726.55,Closed‑Won
A00767,Johnson LLC,E‑Commerce,New,27,25,14656.41,Closed‑Won
A00768,"Davis, George and Nguyen",MarTech,New,32,14,15407.88,Closed‑Won
A00769,Smith-Gutierrez,HealthTech,Expansion,33,22,18993.72,Closed‑Won
A00770,Hardy PLC,MarTech,New,26,31,10246.96,Closed‑Won
A00771,Armstrong and Sons,CyberSecurity,New,29,41,13832.55,Closed‑Won
A00772,"James, Taylor and Turner",SMB SaaS,New,20,55,17099.36,Closed‑Won
A00773,Thomas-Jackson,FinTech,Expansion,28,12,12751.37,Closed‑Won
A00774,Fisher-Washington,CyberSecurity,New,15,57,15488.95,Closed‑Lost
A00775,Ward and Sons,Logistics,New,27,32,14190.79,Closed‑Won
A00776,"Weber, Wheeler and Gonzalez",SMB SaaS,Expansion,8,8,20874.7,Closed‑Won
A00777,Taylor Inc,MarTech,New,33,55,16712.45,Closed‑Won
A00778,Cook-Oliver,FinTech,New,13,21,12416.23,Closed‑Won
A00779,Alexander-Jordan,EdTech,New,25,37,21724.02,Closed‑Won
A00780,"Mccann, Taylor and Flores",Logistics,New,6,42,10308.12,Closed‑Won
A00781,"Harris, Edwards and Oconnell",SMB SaaS,New,10,1,12194.3,Closed‑Won
A00782,Carter-Neal,CyberSecurity,Expansion,35,14,13048.82,Closed‑Won
A00783,Faulkner-Casey,FinTech,New,31,41,4509.36,Negotiation
A00784,Bennett-Velasquez,FinTech,New,12,20,8379.82,Closed‑Won
A00785,Diaz-Frederick,MarTech,Expansion,9,1,14808.18,Closed‑Won
A00786,Vargas PLC,E‑Commerce,New,30,2,17211.99,Closed‑Won
A00787,Maldonado PLC,FinTech,New,35,49,15171.36,Closed‑Won
A00788,Benton Group,CyberSecurity,Expansion,11,10,18320.8,Closed‑Lost
A00789,"Clark, Salinas and Guerra",E‑Commerce,New,25,6,16035.27,Closed‑Won
A00790,Fuentes Group,FinTech,Expansion,14,34,13683.93,Closed‑Won
A00791,"Porter, Schultz and Allen",FinTech,Expansion,28,8,15402.46,Closed‑Won
A00792,"Moore, Henderson and Bennett",MarTech,New,18,39,17570.24,Closed‑Won
A00793,Ewing-Mendoza,CyberSecurity,New,9,33,15622.13,Closed‑Won
A00794,Ferguson-Mclean,Logistics,New,15,39,16196.2,Closed‑Won
A00795,"Barnes, Johnson and Schmitt",MarTech,New,22,30,19653.12,Closed‑Won
A00796,"Woodard, Herrera and Little",EdTech,New,29,46,19504.29,Closed‑Won
A00797,Rodriguez and Sons,SMB SaaS,New,6,39,10510.95,Closed‑Won
A00798,"Ortega, Jackson and Salazar",MarTech,Expansion,34,25,6495.81,Closed‑Won
A00799,"Terrell, Byrd and Ross",EdTech,Expansion,25,1,10549.24,Closed‑Won
A00800,Sheppard-Jordan,MarTech,Expansion,32,17,13246.05,Negotiation
A00801,Garcia and Sons,FinTech,New,33,8,16941.75,Closed‑Won
A00802,"Burgess, Grant and Watts",EdTech,New,10,1,12886.53,Negotiation
A00803,Griffin Group,E‑Commerce,New,8,17,7968.61,Closed‑Won
A00804,Barton-Chapman,SMB SaaS,New,29,13,15842.29,Closed‑Won
A00805,"Hernandez, Cuevas and Webb",CyberSecurity,Expansion,11,5,15941.31,Closed‑Won
A00806,Perry-Nixon,Logistics,New,10,19,13059.32,Closed‑Won
A00807,Guerra Ltd,E‑Commerce,New,20,30,22668.38,Closed‑Won
A00808,Bailey LLC,FinTech,Expansion,33,11,14775.27,Negotiation
A00809,Mueller-Boyd,MarTech,New,29,17,11244.68,Closed‑Lost
A00810,Alvarez-Kim,SMB SaaS,New,21,2,17766.45,Closed‑Won
A00811,"Chavez, Jones and Williams",FinTech,New,11,3,16649.15,On‑Hold
A00812,"Wilson, Sweeney and Wong",SMB SaaS,New,16,10,15709.64,Closed‑Won
A00813,"Marsh, Spears and Yang",CyberSecurity,Expansion,26,27,18403.19,Closed‑Won
A00814,"Thompson, Moore and Castro",EdTech,New,10,40,13846.92,Closed‑Won
A00815,Hall-Sullivan,Logistics,Expansion,21,47,15726.58,Closed‑Won
A00816,Lopez Ltd,Logistics,Expansion,6,38,16113.98,Closed‑Won
A00817,Foster-Mclaughlin,FinTech,Expansion,15,37,16691.03,Closed‑Won
A00818,Cole Group,FinTech,New,13,56,21308.4,Closed‑Won
A00819,Smith-Lewis,CyberSecurity,New,26,16,20905.43,Closed‑Won
A00820,Goodwin-Stokes,SMB SaaS,Expansion,33,48,9713.73,Closed‑Lost
A00821,Ray PLC,FinTech,New,10,56,17106.07,Negotiation
A00822,Diaz and Sons,CyberSecurity,New,29,34,11626.06,Closed‑Won
A00823,Wilson-Lambert,HealthTech,Expansion,25,50,13975.42,Closed‑Won
A00824,Rose-Fowler,CyberSecurity,New,35,9,13070.32,Closed‑Won
A00825,"Price, Long and Wilson",E‑Commerce,Expansion,33,52,19927.35,Negotiation
A00826,Bruce-Williamson,FinTech,Expansion,9,34,19294.14,Closed‑Won
A00827,"Mccarthy, Evans and Mendez",CyberSecurity,Expansion,28,14,13298.36,Closed‑Won
A00828,Powers LLC,SMB SaaS,New,23,4,11498.02,Closed‑Won
A00829,Allen Inc,Logistics,Expansion,9,43,14962.63,Closed‑Won
A00830,Brooks and Sons,FinTech,New,13,26,10654.85,Closed‑Won
A00831,"Price, Carlson and Andrews",HealthTech,Expansion,33,19,15727.71,Closed‑Won
A00832,Lopez-Reid,HealthTech,Expansion,22,24,11095.66,Closed‑Won
A00833,"Ellison, Arias and Thompson",MarTech,Expansion,16,59,15147.05,Closed‑Won
A00834,Burns and Sons,HealthTech,New,15,26,13762.72,Closed‑Won
A00835,Edwards Group,Logistics,New,31,5,12702.23,Closed‑Won
A00836,"Brown, Howard and Smith",Logistics,New,14,17,15810.91,Closed‑Lost
A00837,Lee Group,Logistics,New,10,9,13104.84,Negotiation
A00838,"Wagner, Simpson and Cohen",HealthTech,New,23,41,9066.74,Closed‑Won
A00839,Mckinney-Wallace,FinTech,New,35,48,14886.46,Closed‑Won
A00840,Miller Inc,SMB SaaS,New,11,50,16615.8,Closed‑Won
A00841,Carter LLC,EdTech,Expansion,13,38,12451.97,Closed‑Won
A00842,Medina and Sons,CyberSecurity,Expansion,20,46,16049.86,Closed‑Won
A00843,Cunningham-Barton,SMB SaaS,New,11,25,20160.49,Closed‑Won
A00844,Dunn-Wilson,FinTech,Expansion,25,38,13271.1,On‑Hold
A00845,Adams PLC,FinTech,New,13,7,20146.6,Closed‑Won
A00846,Weaver-Sherman,FinTech,New,9,32,15521.6,Closed‑Won
A00847,"Alexander, Robinson and Coleman",HealthTech,New,13,33,18395.97,Closed‑Won
A00848,"Greer, Potter and Evans",FinTech,Expansion,33,2,9123.14,Closed‑Won
A00849,Cole LLC,Logistics,Expansion,34,33,14431.89,Negotiation
A00850,Gonzales Inc,E‑Commerce,Expansion,21,43,9885.43,Closed‑Won
A00851,Clark Ltd,SMB SaaS,Expansion,18,22,18759.22,Negotiation
A00852,"Norris, Callahan and Bishop",Logistics,Expansion,30,33,9553.8,Closed‑Won
A00853,Martin-Taylor,SMB SaaS,New,11,17,13857.9,Closed‑Won
A00854,Li Inc,HealthTech,New,25,16,13381.75,Closed‑Won
A00855,"Bell, Campbell and Ryan",EdTech,New,26,8,17310.21,Closed‑Won
A00856,Werner-Carter,Logistics,Expansion,27,20,16250.18,Closed‑Won
A00857,"Adams, Hodge and Duke",HealthTech,New,12,48,13903.76,Closed‑Won
A00858,"Ochoa, Taylor and Brady",FinTech,New,27,56,19074.99,Closed‑Won
A00859,Sellers-Riddle,CyberSecurity,Expansion,24,38,16497.03,Closed‑Won
A00860,"Martinez, Cline and Wright",Logistics,New,32,37,14007.1,Closed‑Won
A00861,"Morris, Wright and Bridges",SMB SaaS,Expansion,11,37,15623.91,Negotiation
A00862,Burns-Ray,SMB SaaS,New,24,29,16585.97,Closed‑Won
A00863,Burton-Brooks,FinTech,Expansion,30,25,14881.43,Closed‑Won
A00864,Schultz Inc,Logistics,Expansion,14,37,18009.7,Negotiation
A00865,Robertson-Ramirez,Logistics,New,28,47,10603.03,Closed‑Won
A00866,Gibson-Freeman,CyberSecurity,Expansion,8,25,13323.74,Closed‑Won
A00867,"Smith, Schroeder and Oconnor",Logistics,New,27,34,10847.09,Negotiation
A00868,"Stanton, Reid and Terry",Logistics,New,24,28,22310.4,Closed‑Won
A00869,Flynn Group,MarTech,New,11,17,14466.44,Closed‑Won
A00870,Donaldson and Sons,FinTech,Expansion,7,18,16192.08,Closed‑Won
A00871,Adams-Clayton,MarTech,New,28,5,16586.56,Closed‑Won
A00872,Kelley-Anderson,HealthTech,New,13,26,11561.93,Negotiation
A00873,Kramer-Shannon,FinTech,Expansion,20,43,13565.08,Closed‑Won
A00874,Williams Ltd,FinTech,New,7,41,15038.07,Closed‑Won
A00875,Smith-Noble,CyberSecurity,New,34,59,11346.58,Closed‑Won
A00876,Alexander Inc,E‑Commerce,New,22,3,15543.46,Closed‑Won
A00877,Harris-Barker,E‑Commerce,New,33,45,17275.27,Closed‑Won
A00878,Khan LLC,CyberSecurity,Expansion,10,47,21654.53,Negotiation
A00879,Baxter LLC,E‑Commerce,New,12,26,15622.28,Closed‑Won
A00880,Pena LLC,CyberSecurity,New,24,17,17195.79,Negotiation
A00881,Watson Ltd,FinTech,Expansion,24,22,13165.51,Closed‑Won
A00882,Williams Ltd,Logistics,New,29,41,11129.81,Closed‑Won
A00883,Barber-Fischer,MarTech,Expansion,33,51,16753.92,Closed‑Won
A00884,Rios-Padilla,HealthTech,New,30,38,16494.1,Closed‑Won
A00885,Lewis Inc,Logistics,Expansion,10,31,13752.69,Closed‑Won
A00886,Wheeler PLC,CyberSecurity,Expansion,15,39,9830.46,Closed‑Won
A00887,"Wallace, Smith and Cooper",FinTech,Expansion,33,5,15156.14,Closed‑Won
A00888,Mcneil Group,HealthTech,New,22,36,16854.35,Closed‑Won
A00889,"Anderson, Jones and Reyes",FinTech,New,32,3,14551.68,Closed‑Won
A00890,"Shaffer, Garcia and Richardson",EdTech,Expansion,22,57,20401.03,Closed‑Won
A00891,Taylor-Ayala,FinTech,New,7,53,10664.75,Closed‑Lost
A00892,May Ltd,CyberSecurity,New,20,30,9853.01,Closed‑Won
A00893,Jones PLC,E‑Commerce,New,30,23,16121.85,Closed‑Won
A00894,Bishop and Sons,SMB SaaS,Expansion,25,44,13549.39,Closed‑Won
A00895,Bell-Lewis,CyberSecurity,Expansion,9,38,13212.99,Closed‑Won
A00896,"Hernandez, Jenkins and Parks",E‑Commerce,New,12,42,11711.97,Closed‑Won
A00897,Miller Inc,E‑Commerce,Expansion,31,31,14725.44,Closed‑Won
A00898,Goodwin PLC,FinTech,New,35,14,21909.19,Closed‑Won
A00899,"Cruz, Richmond and Edwards",FinTech,New,28,5,14042.26,Closed‑Won
A00900,Wright Ltd,E‑Commerce,New,8,17,14114.09,Closed‑Won
A00901,Wright PLC,FinTech,New,24,32,16827.27,Closed‑Won
A00902,"Griffith, Mitchell and Pugh",FinTech,New,30,26,11685.61,Closed‑Won
A00903,Abbott Ltd,HealthTech,Expansion,25,30,11902.44,Closed‑Won
A00904,Harris-Lawson,SMB SaaS,Expansion,23,17,17475.23,Negotiation
A00905,Adkins LLC,MarTech,New,20,56,16870.61,Closed‑Won
A00906,"Brown, Hurst and Blevins",CyberSecurity,New,13,22,15257.88,Closed‑Won
A00907,Cruz-Allen,MarTech,New,14,50,13140.15,Closed‑Won
A00908,"Wheeler, Rice and Levine",HealthTech,Expansion,28,24,12695.29,Closed‑Won
A00909,Peck-Anderson,EdTech,Expansion,8,27,10776.05,Closed‑Won
A00910,"Fisher, Payne and Thompson",FinTech,Expansion,8,36,12973.9,Closed‑Won
A00911,Best-Townsend,Logistics,New,17,16,13164.92,Negotiation
A00912,Matthews Inc,HealthTech,New,29,13,18354.39,On‑Hold
A00913,Lewis-Livingston,MarTech,New,25,23,7085.36,Negotiation
A00914,Hunter-Fuller,SMB SaaS,New,23,48,10113.64,Closed‑Won
A00915,"Wang, Henderson and Morales",E‑Commerce,New,22,9,18821.68,Closed‑Won
A00916,"Herrera, Jensen and Ramirez",MarTech,New,9,26,17557.61,Closed‑Lost
A00917,Miller-Mccall,E‑Commerce,Expansion,15,40,9542.77,Closed‑Won
A00918,Herrera Group,Logistics,New,8,42,12479.59,Closed‑Won
A00919,"Walters, Davenport and Becker",EdTech,New,28,26,9590.88,Closed‑Won
A00920,Collins Group,CyberSecurity,Expansion,28,5,10849.41,Closed‑Won
A00921,"Ashley, Allen and Sanchez",Logistics,New,13,1,9493.22,Negotiation
A00922,Wilson-Salazar,E‑Commerce,Expansion,14,28,15434.15,Closed‑Won
A00923,Parker Ltd,MarTech,New,15,48,17233.82,Closed‑Won
A00924,"Yang, Wilson and Zimmerman",HealthTech,Expansion,32,2,14046.85,Closed‑Won
A00925,"Smith, Crawford and Reed",HealthTech,New,20,53,19005.18,Closed‑Won
A00926,"Logan, Le and Jackson",SMB SaaS,New,28,40,18339.26,Closed‑Won
A00927,Brady LLC,E‑Commerce,Expansion,19,1,10632.52,Closed‑Won
A00928,"Tanner, Wise and Johnson",EdTech,New,26,21,8976.56,Closed‑Won
A00929,Nelson-Brown,MarTech,New,21,14,15471.81,Closed‑Won
A00930,"Proctor, Burton and Crawford",E‑Commerce,New,14,57,20189.34,Closed‑Won
A00931,"Ward, Porter and Bradley",E‑Commerce,New,32,33,16683.11,Closed‑Won
A00932,Moore-Ayala,CyberSecurity,Expansion,27,20,17869.63,Closed‑Won
A00933,"Craig, Wilson and Yang",EdTech,New,29,17,13338.94,Closed‑Won
A00934,Williams Inc,CyberSecurity,New,34,34,19834.51,Closed‑Won
A00935,Williams LLC,MarTech,New,13,1,5928.1,Closed‑Won
A00936,Mora-White,SMB SaaS,Expansion,8,16,11205.28,Negotiation
A00937,Tran Ltd,HealthTech,New,23,10,17173.6,Closed‑Won
A00938,"Rios, Walker and Wright",HealthTech,New,15,37,15988.02,Closed‑Won
A00939,"Flores, Mckenzie and Duncan",MarTech,Expansion,19,40,17284.58,Closed‑Won
A00940,Shaw Inc,E‑Commerce,New,13,28,14377.48,On‑Hold
A00941,Walker PLC,CyberSecurity,Expansion,17,9,13892.73,Closed‑Won
A00942,Finley Inc,MarTech,New,17,22,11510.11,Closed‑Won
A00943,Cline-Ayala,SMB SaaS,New,16,50,9011.8,Negotiation
A00944,Murphy-Tran,MarTech,New,28,13,9467.95,Closed‑Won
A00945,Wood LLC,HealthTech,Expansion,23,10,15909.67,Closed‑Won
A00946,"Mueller, Stevenson and Sanchez",FinTech,New,20,7,17451.1,Closed‑Won
A00947,Vargas-Snyder,SMB SaaS,New,9,49,13116.28,Negotiation
A00948,Oconnor PLC,HealthTech,New,23,8,12629.61,Closed‑Won
A00949,Hernandez Group,SMB SaaS,New,11,35,11351.23,Closed‑Won
A00950,Hall LLC,EdTech,New,15,59,17721.94,Negotiation
A00951,"Franco, Wiley and Tapia",FinTech,New,18,38,17302.43,Closed‑Won
A00952,Blake Group,EdTech,New,10,25,7673.52,Closed‑Won
A00953,"Acosta, Garcia and Moreno",E‑Commerce,New,17,13,19177.88,Closed‑Won
A00954,Barnes Inc,MarTech,New,14,1,9666.04,Closed‑Won
A00955,Dawson Inc,Logistics,New,31,10,17448.2,Closed‑Won
A00956,Morse PLC,E‑Commerce,New,31,57,9334.65,Negotiation
A00957,Haynes-Watson,MarTech,New,6,9,6923.7,Closed‑Won
A00958,"Miller, Davis and Anderson",CyberSecurity,New,24,2,19298.44,Closed‑Won
A00959,Jones-Bradley,SMB SaaS,New,25,49,25494.39,Closed‑Won
A00960,Bates-Anderson,MarTech,New,17,25,17889.54,Closed‑Won
A00961,Green-Edwards,HealthTech,New,20,22,14633.01,Closed‑Won
A00962,Haynes-Moss,MarTech,New,29,43,15115.63,Closed‑Won
A00963,Chavez-Hall,Logistics,Expansion,17,31,17409.82,Closed‑Won
A00964,Taylor PLC,HealthTech,New,7,54,14910.59,Closed‑Won
A00965,Moore and Sons,SMB SaaS,Expansion,17,28,16881.43,Closed‑Won
A00966,Owens-Russell,E‑Commerce,New,13,43,13026.29,Closed‑Won
A00967,"Howard, Townsend and Hayes",E‑Commerce,Expansion,17,52,14108.43,Closed‑Won
A00968,Baker-Wilson,EdTech,New,12,28,8398.46,Closed‑Won
A00969,Aguirre LLC,SMB SaaS,New,10,17,14938.64,Closed‑Won
A00970,"Terry, Williams and Huff",FinTech,New,35,58,15070.62,Closed‑Lost
A00971,Hernandez-Dawson,EdTech,Expansion,9,14,21798.41,Closed‑Won
A00972,Foster-Williams,MarTech,New,27,3,21752.49,Closed‑Won
A00973,Green-Ewing,MarTech,New,27,35,16250.63,Closed‑Won
A00974,Crane Group,MarTech,New,24,59,12635.97,Closed‑Won
A00975,"Adkins, Wright and Murray",HealthTech,Expansion,33,6,17680.49,Closed‑Won
A00976,Martinez Inc,HealthTech,New,6,51,16277.43,Negotiation
A00977,Anderson Group,FinTech,New,15,49,15863.62,Closed‑Won
A00978,Parks-Pace,E‑Commerce,New,11,55,9593.93,Closed‑Won
A00979,Aguilar LLC,EdTech,Expansion,23,25,17653.51,Closed‑Lost
A00980,Johnson Inc,E‑Commerce,New,25,16,21108.67,Closed‑Won
A00981,Orr Group,E‑Commerce,New,32,31,14577.52,Closed‑Won
A00982,Davis LLC,CyberSecurity,Expansion,17,9,15588.59,Closed‑Won
A00983,Williams Group,E‑Commerce,New,13,50,15288.26,Closed‑Won
A00984,Jackson PLC,CyberSecurity,New,33,40,11536.1,Closed‑Won
A00985,Underwood-Foster,E‑Commerce,New,26,29,16247.45,Closed‑Won
A00986,Reyes Group,CyberSecurity,New,28,31,18788.55,Closed‑Won
A00987,Gomez and Sons,E‑Commerce,New,19,43,18584.83,Closed‑Won
A00988,Ramirez-Stephenson,EdTech,New,19,31,15411.55,Closed‑Won
A00989,Mendez PLC,HealthTech,Expansion,17,50,11716.39,Closed‑Won
A00990,Holland Group,Logistics,Expansion,28,55,10775.09,Closed‑Won
A00991,Andrade-Mendoza,EdTech,New,12,57,16267.79,Closed‑Won
A00992,Ramirez and Sons,E‑Commerce,New,35,37,13853.1,Closed‑Won
A00993,Gonzalez-Wilkerson,HealthTech,New,11,44,10485.9,Closed‑Won
A00994,"Wright, Mcknight and Stephens",MarTech,Expansion,19,19,15196.48,Closed‑Won
A00995,Mayo Ltd,E‑Commerce,New,15,3,22279.88,Closed‑Won
A00996,Castillo-Harrington,CyberSecurity,New,25,24,10992.64,Negotiation
A00997,Durham-Shaw,E‑Commerce,New,26,52,11656.76,Closed‑Won
A00998,Nelson-Johnson,EdTech,New,33,8,16618.59,Closed‑Won
A00999,"Robinson, Huang and Osborne",SMB SaaS,New,29,33,10075.84,Closed‑Won
A01000,Stokes Group,E‑Commerce,Expansion,13,12,14693.75,Negotiation
A01001,"Howard, Silva and Hall",Logistics,New,12,26,13492.52,Closed‑Won
A01002,Garcia Ltd,CyberSecurity,Expansion,32,9,19374.5,Negotiation
A01003,Adams Ltd,E‑Commerce,New,20,44,17403.56,Closed‑Won
A01004,Gallagher and Sons,SMB SaaS,Expansion,8,48,12703.27,Closed‑Won
A01005,"Bradford, Salinas and Kelly",HealthTech,Expansion,30,45,16255.61,Closed‑Won
A01006,Thompson PLC,SMB SaaS,Expansion,25,42,16385.76,Closed‑Won
A01007,Drake-Wolfe,Logistics,New,6,14,14429.34,Closed‑Won
A01008,"Johnson, Haynes and Meza",E‑Commerce,New,29,32,24018.77,Closed‑Won
A01009,"Thomas, Vaughan and Copeland",CyberSecurity,New,24,7,15679.99,Closed‑Won
A01010,Weaver-Thompson,E‑Commerce,New,24,23,24155.71,Closed‑Won
A01011,Davis and Sons,EdTech,New,31,30,17058.07,Closed‑Won
A01012,"Robinson, Fox and Smith",Logistics,Expansion,20,40,17399.74,Closed‑Lost
A01013,"Harris, Anderson and Love",HealthTech,Expansion,19,6,25878.47,Closed‑Won
A01014,Brown-Hernandez,EdTech,New,24,48,21505.79,Closed‑Won
A01015,"Stark, Schroeder and Mathis",E‑Commerce,New,11,28,12075.11,Closed‑Won
A01016,Yu-Brooks,Logistics,Expansion,10,52,15934.96,Closed‑Won
A01017,"Foster, Garcia and Turner",MarTech,Expansion,31,32,12389.78,Closed‑Won
A01018,Daugherty Ltd,MarTech,New,12,33,12662.92,Closed‑Won
A01019,Conner-Yu,FinTech,New,21,41,17569.22,Closed‑Won
A01020,"Stewart, Mann and Hoffman",FinTech,Expansion,14,49,12413.21,Closed‑Won
A01021,"Buchanan, Walker and Chapman",FinTech,New,12,10,10998.89,Negotiation
A01022,Gray Ltd,FinTech,New,23,31,14032.2,Closed‑Won
A01023,"Phillips, Thompson and Smith",Logistics,Expansion,30,2,16643.04,Closed‑Won
A01024,"Fry, Myers and Gamble",Logistics,Expansion,19,28,26225.83,Closed‑Won
A01025,"Johnson, Guzman and Mccall",Logistics,Expansion,10,48,19187.9,Closed‑Won
