"account_id","account_name","industry","customer_type","contract_length_months","region","client_tenure_months","deal_value_usd","deal_status"
"A01529","Moore-Chandler","FinTech","Expansion","34","Europe","2","6858.54","Closed -Won"
"A01530","Pineda, Meyer and King","SMB SaaS","Expansion","32","LATAM","55","15441.74","Closed -Won"
"A01531","Evans, Ward and Williams","HealthTech","New","33","Europe","6","18809.98","Closed -Won"
"A01532","Robinson, Rodriguez and Chen","EdTech","Expansion","16","North America","1","18698.5","Closed -Won"
"A01533","Smith-Bauer","Logistics","New","24","Asia","56","17259.44","Closed -Won"
"A01534","Wilson, Mccormick and Smith","SMB SaaS","New","18","LATAM","12","14659.1","Closed -Lost"
"A01535","Perkins Ltd","SMB SaaS","Expansion","13","North America","49","2858.87","Closed -Won"
"A01536","Barker-Moore","MarTech","New","12","Europe","2","23225.03","Closed -Won"
"A01537","Wright Group","Logistics","New","17","Europe","10","17448.29","Closed -Lost"
"A01538","Parks LLC","EdTech","New","22","Asia","7","11472.93","Closed -Won"
"A01539","Brown, Kelly and Moore","CyberSecurity","New","9","Asia","42","13704.53","Closed -Won"
"A01540","Moody, Martinez and Hall","E -Commerce","Expansion","27","LATAM","37","16042.52","On -Hold"
"A01541","Kramer, Sherman and Trujillo","FinTech","New","19","Europe","29","16900.76","Closed -Won"
"A01542","Quinn-Smith","MarTech","New","32","North America","15","9440.88","Negotiation"
"A01543","Howard-Taylor","MarTech","New","14","North America","6","11036.27","Closed -Won"
"A01544","Washington Group","EdTech","New","7","North America","34","17001.06","Closed -Won"
"A01545","Phillips, Terry and Lopez","EdTech","Expansion","15","Asia","14","12691.81","Negotiation"
"A01546","Stephens LLC","E -Commerce","Expansion","35","North America","35","7885.55","On -Hold"
"A01547","Mcdonald, Dillon and George","FinTech","Expansion","15","LATAM","41","11834.32","Closed -Won"
"A01548","Martin, Schmidt and Cole","HealthTech","Expansion","27","Asia","51","14950.77","Closed -Won"
"A01549","Weaver-Gibson","Logistics","New","31","Europe","30","8444.03","Closed -Won"
"A01550","Hunter, Gross and Andrade","EdTech","Expansion","14","LATAM","1","21539.75","Closed -Won"
"A01551","Vincent, Parsons and Allen","E -Commerce","New","25","Asia","17","19752.56","Closed -Won"
"A01552","Brown, Coffey and Fuentes","E -Commerce","New","12","Europe","51","18665.84","Closed -Won"
"A01553","Warren Group","E -Commerce","New","16","Europe","32","15363.37","Closed -Won"
"A01554","Moore, Campbell and Ortiz","MarTech","New","14","North America","37","10057.08","Negotiation"
"A01555","Rodriguez-Mills","MarTech","Expansion","26","Europe","28","11643.07","Closed -Lost"
"A01556","Williams and Sons","Logistics","New","32","Asia","10","20292.44","Closed -Won"
"A01557","Russo and Sons","SMB SaaS","Expansion","13","LATAM","53","11825.47","On -Hold"
"A01558","Washington Inc","EdTech","New","14","North America","46","14869.58","Closed -Won"
"A01559","Duncan Group","CyberSecurity","New","30","LATAM","59","13841.73","Closed -Lost"
"A01560","Burns, Hanson and Garza","SMB SaaS","Expansion","19","LATAM","51","14373.45","Closed -Won"
"A01561","Diaz PLC","FinTech","New","21","North America","18","14496.54","Closed -Won"
"A01562","Jones, Conrad and Clark","Logistics","New","27","Asia","16","14045.22","On -Hold"
"A01563","Hebert-Collier","MarTech","New","10","North America","15","13194.06","Closed -Won"
"A01564","Owen-Brown","SMB SaaS","Expansion","32","Europe","55","13722.98","Negotiation"
"A01565","Paul, Zamora and Short","E -Commerce","Expansion","16","Europe","33","14165.19","Closed -Won"
"A01566","Brown, Jensen and Rice","Logistics","New","25","LATAM","27","11222.38","Closed -Won"
"A01567","Jones, Torres and Blackburn","HealthTech","New","18","Asia","58","9396.9","Closed -Won"
"A01568","Davis, Hardy and Schmidt","HealthTech","New","28","North America","36","13518.79","Closed -Won"
"A01569","Lee Ltd","SMB SaaS","New","24","Europe","54","11498.77","Closed -Won"
"A01570","Hudson and Sons","E -Commerce","New","11","Europe","59","14736.0","Closed -Lost"
"A01571","Curry, Perry and Garcia","E -Commerce","New","11","Asia","5","10732.31","Closed -Won"
"A01572","Ray, Craig and Park","HealthTech","New","32","Asia","22","7430.27","Closed -Won"
"A01573","Andrade-Jackson","HealthTech","New","21","Europe","44","20818.45","Closed -Won"
"A01574","Pierce PLC","Logistics","New","14","LATAM","48","12469.72","Closed -Won"
"A01575","Sandoval-Ferguson","EdTech","New","10","Asia","9","6104.96","Closed -Won"
"A01576","Ramos, Gomez and Edwards","E -Commerce","New","9","Asia","19","17973.14","Closed -Won"
"A01577","Kirk-Gutierrez","EdTech","Expansion","33","LATAM","33","13031.94","Closed -Lost"
"A01578","Jordan, Swanson and Franklin","EdTech","New","35","LATAM","48","14727.73","Closed -Won"
"A01579","Gardner, Brooks and Pierce","HealthTech","Expansion","17","Asia","7","15468.74","Closed -Won"
"A01580","King, Nixon and West","SMB SaaS","New","12","North America","36","18680.7","Closed -Lost"
"A01581","Smith-Johnson","SMB SaaS","New","18","Europe","18","15856.81","Closed -Lost"
"A01582","Larson-Holmes","FinTech","New","10","LATAM","13","9032.29","Closed -Won"
"A01583","Smith-Joyce","EdTech","New","22","North America","31","9849.73","Negotiation"
"A01584","Foley Inc","E -Commerce","New","24","LATAM","25","8888.38","On -Hold"
"A01585","Short, Ellison and Dixon","MarTech","Expansion","35","Asia","38","12645.31","Closed -Won"
"A01586","Howe, Moore and Johnson","CyberSecurity","Expansion","15","North America","19","16192.86","Closed -Won"
"A01587","Moore-Baker","EdTech","New","11","Asia","49","11386.07","Closed -Won"
"A01588","Wright, Scott and Evans","FinTech","New","10","Europe","5","11922.94","Closed -Won"
"A01589","Ross, Hardin and Navarro","EdTech","Expansion","17","Asia","51","11756.88","Negotiation"
"A01590","Nguyen, Olson and Freeman","E -Commerce","New","24","LATAM","2","12299.7","Closed -Won"
"A01591","Warner, Weiss and Davis","HealthTech","New","7","North America","44","17360.96","Closed -Won"
"A01592","Evans, Cross and Johnston","Logistics","Expansion","28","LATAM","21","13501.07","Closed -Won"
"A01593","Deleon LLC","FinTech","New","19","North America","23","19095.22","Negotiation"
"A01594","Hobbs-Hamilton","FinTech","New","29","North America","2","12546.68","Closed -Won"
"A01595","Kane and Sons","E -Commerce","New","19","Asia","42","14800.54","Closed -Won"
"A01596","Delgado, Guzman and Smith","E -Commerce","New","10","Asia","10","13914.02","Closed -Won"
"A01597","Reyes, Torres and Williams","EdTech","New","6","North America","39","15847.4","Closed -Won"
"A01598","Cunningham, Murphy and Wolfe","EdTech","Expansion","22","Europe","43","16841.5","Closed -Won"
"A01599","Williams Ltd","FinTech","New","22","North America","50","14820.04","Negotiation"
"A01600","Maddox-Mullins","CyberSecurity","Expansion","30","Europe","42","25498.46","Closed -Won"
"A01601","Wagner, Walker and Roberts","MarTech","Expansion","32","Asia","18","20838.86","Closed -Won"
"A01602","Hernandez-Rogers","FinTech","Expansion","10","North America","44","12582.25","Closed -Won"
"A01603","Duncan-Williams","MarTech","New","15","LATAM","49","20152.4","Closed -Won"
"A01604","Baker-Ross","SMB SaaS","New","12","Asia","19","19718.85","On -Hold"
"A01605","Ayala-Anderson","EdTech","New","9","Asia","8","9621.56","Closed -Won"
"A01606","Castillo and Sons","SMB SaaS","New","6","Europe","53","6422.25","Closed -Won"
"A01607","Foster-Duncan","EdTech","Expansion","8","LATAM","9","15748.33","Closed -Won"
"A01608","Gilbert, Fitzgerald and Sanchez","HealthTech","New","21","Europe","36","14358.23","Closed -Won"
"A01609","Adams Group","EdTech","Expansion","10","North America","14","4975.44","Negotiation"
"A01610","Cohen-Johnston","EdTech","New","11","North America","8","15405.41","Negotiation"
"A01611","Powers Group","FinTech","New","9","LATAM","46","15081.73","Closed -Won"
"A01612","Bailey-Flores","E -Commerce","New","27","LATAM","9","12460.5","Closed -Won"
"A01613","Rios, Carrillo and Jackson","EdTech","Expansion","25","LATAM","40","21208.27","Closed -Won"
"A01614","Jensen-Branch","CyberSecurity","New","34","Asia","41","14001.11","Closed -Won"
"A01615","Hanson-Alexander","MarTech","New","9","LATAM","4","13317.53","Closed -Won"
"A01616","Gonzalez LLC","MarTech","Expansion","12","Europe","11","14897.69","Negotiation"
"A01617","Todd Inc","MarTech","New","19","Europe","47","9445.13","Closed -Won"
"A01618","Singh and Sons","HealthTech","New","25","Asia","30","11232.41","Closed -Won"
"A01619","Mcintosh, Melton and Wilkins","CyberSecurity","New","9","Asia","8","3624.4","Closed -Won"
"A01620","Cooper Inc","FinTech","New","12","North America","59","16441.32","Closed -Won"
"A01621","Cole-Johnson","CyberSecurity","New","18","Asia","16","18560.78","Closed -Won"
"A01622","Singh and Sons","SMB SaaS","New","6","North America","1","16024.76","Closed -Won"
"A01623","Payne LLC","Logistics","New","17","Asia","55","15713.67","Closed -Won"
"A01624","Webb, Blair and Thomas","MarTech","New","28","LATAM","1","14532.34","Negotiation"
"A01625","Barnett, Bennett and Escobar","EdTech","New","21","LATAM","33","20893.93","Closed -Won"
"A01626","Williams, Jackson and Campbell","Logistics","New","19","LATAM","59","14259.99","Closed -Won"
"A01627","Williamson, Brown and Pena","EdTech","New","20","LATAM","35","18426.17","Closed -Won"
"A01628","Jones Ltd","MarTech","New","34","Europe","35","18017.97","On -Hold"
"A01629","Alvarado-Durham","Logistics","New","21","Asia","23","9327.37","Closed -Won"
"A01630","Lin-Smith","SMB SaaS","New","22","LATAM","8","17454.19","Closed -Won"
"A01631","Hughes, Whitney and Romero","SMB SaaS","New","33","LATAM","34","10368.32","Closed -Won"
"A01632","Garcia, Stewart and Delacruz","FinTech","Expansion","10","Europe","53","12581.73","Closed -Won"
"A01633","Miller, Gonzalez and Rasmussen","SMB SaaS","Expansion","8","North America","6","14105.58","Closed -Won"
"A01634","House, Smith and Wright","FinTech","New","19","LATAM","52","19838.43","Negotiation"
"A01635","Torres, Burns and Garner","E -Commerce","New","15","Europe","25","11965.0","Closed -Won"
"A01636","Reed LLC","SMB SaaS","New","12","LATAM","32","16154.53","Closed -Won"
"A01637","Garrett-Young","CyberSecurity","Expansion","9","Europe","10","8587.9","Closed -Won"
"A01638","Hill, Brown and Scott","SMB SaaS","New","32","Asia","37","14082.55","Closed -Won"
"A01639","Zamora-Briggs","EdTech","New","24","LATAM","11","12918.83","Closed -Won"
"A01640","Raymond LLC","EdTech","New","26","Europe","17","19877.79","Closed -Won"
"A01641","Hernandez Group","EdTech","New","9","LATAM","43","11834.23","Closed -Won"
"A01642","Taylor, Blair and Meyer","EdTech","New","16","LATAM","3","8580.58","Closed -Won"
"A01643","Salazar, Garrett and Perez","CyberSecurity","Expansion","24","LATAM","27","13108.69","Closed -Won"
"A01644","Berry Group","MarTech","Expansion","21","LATAM","36","12373.92","Closed -Lost"
"A01645","Browning-Murphy","CyberSecurity","New","26","Asia","8","15816.5","Closed -Won"
"A01646","Anderson, Delgado and Carpenter","MarTech","New","26","Europe","18","20128.56","Closed -Won"
"A01647","Mcbride, Huffman and Parker","EdTech","New","18","Europe","21","13505.82","Closed -Won"
"A01648","Roach, Browning and Jordan","HealthTech","New","29","Europe","40","16315.52","Closed -Won"
"A01649","Douglas PLC","E -Commerce","New","13","LATAM","58","14458.41","Closed -Won"
"A01650","Stewart PLC","SMB SaaS","New","8","Asia","50","16859.81","Negotiation"
"A01651","Fry, Wilson and Stewart","Logistics","Expansion","33","LATAM","12","10950.52","Closed -Won"
"A01652","Acosta LLC","EdTech","Expansion","6","North America","2","14769.25","Closed -Won"
"A01653","Ali-Turner","MarTech","New","14","Asia","4","18640.61","Closed -Won"
"A01654","Peck, Shannon and Mahoney","CyberSecurity","New","9","Asia","36","11815.83","Negotiation"
"A01655","Hernandez-Lopez","E -Commerce","New","12","Europe","10","14167.78","Closed -Won"
"A01656","Lopez PLC","FinTech","New","17","North America","14","14585.8","Closed -Won"
"A01657","Adams, Bradley and Hall","E -Commerce","New","9","Europe","50","8926.75","Closed -Won"
"A01658","Hall Inc","FinTech","New","20","Asia","52","17744.48","On -Hold"
"A01659","Miller-Chan","FinTech","New","33","LATAM","50","12579.43","Closed -Lost"
"A01660","Shaw PLC","CyberSecurity","Expansion","10","North America","15","14672.39","Negotiation"
"A01661","Joseph-Brooks","FinTech","New","33","North America","37","17315.21","Closed -Won"
"A01662","Henry-Taylor","EdTech","New","18","Asia","37","17720.33","Closed -Won"
"A01663","Perez Group","E -Commerce","New","23","Europe","11","10104.45","Closed -Won"
"A01664","Schaefer Group","CyberSecurity","Expansion","19","LATAM","33","16516.9","Closed -Won"
"A01665","Newton and Sons","MarTech","New","15","Europe","31","18797.48","Closed -Won"
"A01666","Jones Group","FinTech","New","9","North America","24","12234.85","Closed -Won"
"A01667","Burns, Nguyen and Ellis","Logistics","New","23","Europe","45","18039.13","Closed -Lost"
"A01668","Patterson Inc","SMB SaaS","New","33","LATAM","40","16515.39","Closed -Won"
"A01669","Moss, James and Edwards","SMB SaaS","Expansion","21","Europe","32","16838.96","Closed -Won"
"A01670","Crosby, Armstrong and Herrera","CyberSecurity","New","23","LATAM","43","18325.05","Closed -Won"
"A01671","Liu, Buchanan and Meyer","MarTech","Expansion","25","Europe","46","11338.52","Closed -Lost"
"A01672","Bryant-Rich","SMB SaaS","New","17","Europe","34","11100.51","Negotiation"
"A01673","Stone Group","MarTech","New","9","Europe","16","19532.34","Closed -Won"
"A01674","Williams, Hughes and Hubbard","HealthTech","New","21","Europe","45","13658.58","Negotiation"
"A01675","Lee Group","Logistics","New","32","Europe","43","9102.77","Closed -Won"
"A01676","Wilkerson-Ayala","EdTech","New","15","LATAM","59","14278.58","Closed -Won"
"A01677","Murray-Henderson","SMB SaaS","New","32","Europe","9","14504.23","Closed -Won"
"A01678","Ellison, Vaughn and Mckee","EdTech","New","31","LATAM","25","15919.06","Closed -Won"
"A01679","Gallegos-Hayes","Logistics","Expansion","13","Europe","55","13401.8","Closed -Won"
"A01680","Mason, White and Richards","E -Commerce","Expansion","23","Europe","31","21893.6","Closed -Won"
"A01681","Payne, Long and Morris","MarTech","New","28","Asia","56","11361.0","Closed -Won"
"A01682","White PLC","EdTech","New","20","Asia","1","7179.66","Closed -Won"
"A01683","Huang, Khan and Davis","Logistics","Expansion","26","Europe","3","9074.92","Closed -Won"
"A01684","Holt-Meadows","FinTech","New","33","Europe","47","11996.52","Closed -Won"
"A01685","Higgins Inc","MarTech","Expansion","24","LATAM","22","16844.24","Closed -Won"
"A01686","Wilson Group","EdTech","New","31","North America","31","14118.14","Closed -Won"
"A01687","Cox, Mills and Cruz","E -Commerce","Expansion","30","Europe","26","16324.09","Closed -Won"
"A01688","Salazar, Moore and Pierce","EdTech","New","30","LATAM","25","12251.66","Closed -Won"
"A01689","Tate LLC","CyberSecurity","New","31","LATAM","56","16578.21","Closed -Won"
"A01690","Savage, Huffman and Martin","MarTech","New","12","North America","6","8594.45","Closed -Won"
"A01691","White Ltd","HealthTech","New","6","North America","46","15564.26","Closed -Won"
"A01692","Barnes LLC","HealthTech","Expansion","10","Europe","53","17313.95","Closed -Won"
"A01693","Mack, Griffin and Sims","CyberSecurity","Expansion","13","North America","39","11230.37","Negotiation"
"A01694","Roach and Sons","EdTech","New","26","LATAM","24","21642.92","Closed -Won"
"A01695","Dean LLC","EdTech","New","21","Asia","10","7415.44","Closed -Won"
"A01696","Ellis Group","CyberSecurity","New","20","Europe","41","17720.98","Closed -Lost"
"A01697","Aguirre, Franklin and Snyder","EdTech","New","6","Europe","28","18256.74","Closed -Won"
"A01698","Chapman Group","MarTech","New","26","North America","9","11453.16","Closed -Won"
"A01699","Ortiz-Miller","HealthTech","Expansion","16","North America","22","16180.09","Closed -Won"
"A01700","Smith, Khan and Ramirez","EdTech","Expansion","28","LATAM","57","11476.8","Closed -Lost"
"A01701","Grant, Bryan and Williams","CyberSecurity","New","9","Europe","16","16084.26","Closed -Won"
"A01702","Brown LLC","E -Commerce","New","14","LATAM","11","14020.52","Closed -Won"
"A01703","Thomas Inc","SMB SaaS","New","7","LATAM","41","14913.0","Closed -Won"
"A01704","Lane, Morrison and Rivera","Logistics","New","14","Asia","12","12569.08","On -Hold"
"A01705","Williams Group","FinTech","New","33","North America","55","12590.43","Closed -Won"
"A01706","Martin LLC","MarTech","New","20","LATAM","51","11813.94","Closed -Lost"
"A01707","Guerrero, Graves and Armstrong","EdTech","New","19","Asia","59","17478.0","Negotiation"
"A01708","Thompson, Gibson and Riley","E -Commerce","New","14","Europe","54","21580.22","Negotiation"
"A01709","Davis LLC","EdTech","Expansion","13","North America","15","24016.87","Closed -Won"
"A01710","Richardson-Gray","SMB SaaS","New","26","Europe","13","18650.73","Closed -Won"
"A01711","Chang PLC","EdTech","New","35","Asia","21","14890.17","Closed -Won"
"A01712","Carter and Sons","E -Commerce","New","28","Asia","28","18901.2","Closed -Won"
"A01713","Neal LLC","FinTech","Expansion","28","Europe","52","16319.89","Closed -Won"
"A01714","Rose-Warren","SMB SaaS","New","20","North America","44","13544.12","On -Hold"
"A01715","Clark, Brown and Duncan","SMB SaaS","New","8","Europe","39","22809.87","Closed -Won"
"A01716","Rice, Miller and Ramsey","Logistics","New","27","North America","52","18835.8","Negotiation"
"A01717","Peck, Andersen and Mitchell","EdTech","New","30","LATAM","39","11957.41","Closed -Won"
"A01718","Abbott, Green and Andrews","FinTech","New","21","Asia","23","18785.31","Negotiation"
"A01719","Gomez, Anderson and Hart","CyberSecurity","Expansion","8","North America","25","17243.44","Negotiation"
"A01720","Daniel, Jimenez and Morton","MarTech","New","27","LATAM","31","11191.27","Closed -Won"
"A01721","Hall, Roberts and Lee","SMB SaaS","New","33","Asia","6","15242.23","Closed -Won"
"A01722","Johnson Ltd","CyberSecurity","New","12","LATAM","44","14717.94","Closed -Won"
"A01723","Mclaughlin and Sons","E -Commerce","Expansion","10","Asia","39","4561.59","Closed -Won"
"A01724","Duarte, Gutierrez and Cook","SMB SaaS","Expansion","28","North America","44","9313.57","Closed -Won"
"A01725","Shaffer, Lewis and Davidson","Logistics","Expansion","15","LATAM","32","19318.82","Closed -Won"
"A01726","Campbell, Tyler and Parker","MarTech","New","27","North America","47","12088.41","Closed -Won"
"A01727","Pierce, Wang and Wilson","FinTech","Expansion","27","Asia","57","17327.68","Negotiation"
"A01728","Peterson-Ramsey","FinTech","New","13","Europe","34","20051.5","Closed -Won"
"A01729","Choi, Collier and Lee","MarTech","New","7","North America","27","6705.88","Closed -Won"
"A01730","Nielsen-Mendoza","E -Commerce","New","22","LATAM","7","21436.13","On -Hold"
"A01731","Robles-Brewer","FinTech","Expansion","18","LATAM","46","14307.23","Closed -Lost"
"A01732","Moore-Murray","HealthTech","New","31","Europe","54","16543.29","Closed -Won"
"A01733","Huang, Ford and Olsen","CyberSecurity","New","16","Europe","42","22747.96","On -Hold"
"A01734","Brown, Meyer and Cunningham","Logistics","New","13","North America","52","18853.21","On -Hold"
"A01735","Stewart, Herrera and Clark","FinTech","New","31","Asia","51","14286.11","Closed -Won"
"A01736","Rivera, Hendricks and Flynn","E -Commerce","New","28","North America","48","12862.82","Negotiation"
"A01737","Montes LLC","FinTech","New","24","Asia","30","13201.33","Closed -Won"
"A01738","Morgan Group","CyberSecurity","Expansion","34","LATAM","6","12736.32","Closed -Won"
"A01739","Ferguson, Martin and Obrien","Logistics","New","29","LATAM","1","20048.75","Closed -Won"
"A01740","Larson LLC","Logistics","New","31","LATAM","13","17159.14","Closed -Won"
"A01741","Hodge, Mckinney and Nelson","E -Commerce","New","29","Asia","26","15837.85","Closed -Won"
"A01742","Crawford and Sons","CyberSecurity","New","18","North America","44","14123.0","Closed -Won"
"A01743","Hayes-Sampson","SMB SaaS","Expansion","7","Asia","27","17912.6","Closed -Won"
"A01744","Warren and Sons","E -Commerce","New","24","North America","2","7461.53","Closed -Won"
"A01745","Brooks Inc","MarTech","New","28","Asia","13","22450.44","Closed -Won"
"A01746","Gentry Group","Logistics","New","35","Europe","58","13928.22","Negotiation"
"A01747","Johnson, Webb and Porter","E -Commerce","Expansion","26","Asia","59","11191.15","Negotiation"
"A01748","Peterson Group","Logistics","New","23","North America","23","19586.09","Closed -Won"
"A01749","Russo, Collins and Murphy","E -Commerce","Expansion","23","Europe","48","19492.81","Closed -Won"
"A01750","Short PLC","Logistics","New","9","LATAM","43","14703.27","Closed -Won"
"A01751","Haney, Harris and Johnson","FinTech","New","6","Asia","55","20310.0","Closed -Won"
"A01752","Reeves-Boyd","FinTech","New","7","North America","53","19011.72","Closed -Won"
"A01753","Collins Inc","FinTech","New","33","North America","38","16519.36","Closed -Won"
"A01754","Charles, Wiggins and Cook","E -Commerce","New","29","LATAM","24","8439.12","Closed -Won"
"A01755","Garcia Ltd","CyberSecurity","New","13","North America","37","15505.63","Closed -Won"
"A01756","Edwards, Lane and Collins","HealthTech","Expansion","18","Asia","19","15035.31","Closed -Won"
"A01757","Flores and Sons","HealthTech","Expansion","20","North America","21","14004.91","Closed -Won"
"A01758","Hill-Flores","Logistics","Expansion","13","Asia","36","13517.47","Closed -Won"
"A01759","Lambert-Nelson","Logistics","New","18","LATAM","34","18006.3","Closed -Won"
"A01760","Hill Inc","CyberSecurity","Expansion","16","Asia","35","10020.32","Closed -Won"
"A01761","Castro, Garcia and Daniels","MarTech","Expansion","26","North America","23","19776.01","Closed -Won"
"A01762","Flores, Thomas and Bush","MarTech","New","28","Europe","25","14798.49","Closed -Won"
"A01763","Andrews-Jackson","FinTech","New","8","Europe","1","11631.57","Closed -Won"
"A01764","Austin-Morgan","HealthTech","Expansion","19","North America","36","13839.37","Closed -Won"
"A01765","Williams-Johnson","SMB SaaS","New","35","North America","34","15796.2","Negotiation"
"A01766","Williams, Reyes and Miller","EdTech","New","32","Europe","56","20769.15","Closed -Won"
"A01767","White-Carlson","CyberSecurity","Expansion","29","LATAM","30","17840.76","Closed -Won"
"A01768","Soto, Vaughn and Griffin","CyberSecurity","New","28","LATAM","28","19724.83","Closed -Won"
"A01769","Edwards-Roth","EdTech","New","6","North America","4","14747.31","Closed -Won"
"A01770","Chang, Lamb and Miller","HealthTech","New","35","North America","12","14151.17","Closed -Won"
"A01771","Bradley-Davis","CyberSecurity","New","28","LATAM","20","22427.6","Closed -Won"
"A01772","Mcdonald, Bryant and Cohen","FinTech","Expansion","32","Europe","23","14448.99","Closed -Won"
"A01773","Miranda, Ruiz and Meza","MarTech","New","33","Asia","22","12809.08","Closed -Won"
"A01774","Callahan PLC","SMB SaaS","New","13","Europe","24","12400.67","Closed -Won"
"A01775","Durham-Myers","CyberSecurity","Expansion","6","Europe","46","16179.46","Closed -Won"
"A01776","Stark, Rivera and Valencia","Logistics","New","25","North America","8","10663.67","Closed -Won"
"A01777","Chavez-Johnson","FinTech","Expansion","19","Europe","20","15732.43","Closed -Won"
"A01778","Rodriguez-Mendoza","HealthTech","New","6","LATAM","10","15655.65","Closed -Won"
"A01779","Campbell LLC","EdTech","New","14","Europe","19","17364.64","Closed -Won"
"A01780","Andrews, Romero and Sullivan","EdTech","New","35","LATAM","41","8000.96","Closed -Won"
"A01781","Robles, Nguyen and Banks","HealthTech","New","16","North America","3","7006.17","Closed -Won"
"A01782","Patel-Morales","SMB SaaS","Expansion","13","LATAM","21","13248.83","Closed -Won"
"A01783","Allen-Sanchez","HealthTech","Expansion","25","Europe","2","14442.23","Closed -Won"
"A01784","Dickson Group","CyberSecurity","Expansion","25","Asia","57","10531.44","Closed -Won"
"A01785","Peterson Ltd","E -Commerce","New","15","Europe","43","9526.39","Closed -Won"
"A01786","Reynolds, Baird and Bradley","E -Commerce","Expansion","31","North America","15","16729.57","Negotiation"
"A01787","Stephens-Young","HealthTech","New","23","LATAM","12","13752.43","Closed -Won"
"A01788","Caldwell, Stevenson and Joseph","EdTech","Expansion","10","North America","6","18234.57","Negotiation"
"A01789","Wilson-Carlson","E -Commerce","New","15","Asia","28","9496.28","Closed -Won"
"A01790","Peters-Short","EdTech","Expansion","31","Europe","45","14567.22","Closed -Won"
"A01791","Parker Group","CyberSecurity","New","8","Asia","35","21689.9","Closed -Won"
"A01792","George Ltd","FinTech","New","6","LATAM","52","13810.58","Closed -Won"
"A01793","Wise, Gray and Snyder","FinTech","Expansion","25","Europe","21","12666.29","Negotiation"
"A01794","Brown, Robinson and Taylor","CyberSecurity","New","19","LATAM","17","18648.33","Closed -Won"
"A01795","Berger, Fields and Smith","E -Commerce","New","13","North America","29","19874.37","Closed -Won"
"A01796","Guerrero Group","FinTech","Expansion","20","North America","12","12459.21","Closed -Won"
"A01797","Carter, Gilbert and West","SMB SaaS","New","11","Asia","58","12752.94","Closed -Won"
"A01798","Maldonado LLC","FinTech","New","17","Asia","11","18461.34","Closed -Won"
"A01799","Hudson-Gentry","SMB SaaS","New","13","Asia","29","16200.12","Closed -Won"
"A01800","Sellers-Zuniga","CyberSecurity","New","23","Europe","31","16290.29","Closed -Won"
"A01801","Haas, Cooper and Davis","SMB SaaS","New","26","Europe","4","15946.7","Closed -Won"
"A01802","Carr PLC","SMB SaaS","Expansion","33","Europe","28","14797.49","Closed -Won"
"A01803","Abbott-Phelps","EdTech","Expansion","8","LATAM","27","19010.37","Closed -Won"
"A01804","Wood PLC","Logistics","New","15","LATAM","16","20554.21","Closed -Won"
"A01805","Smith PLC","HealthTech","New","13","Asia","8","10880.89","Negotiation"
"A01806","Rodriguez-Campbell","MarTech","New","23","Asia","3","18548.49","Closed -Won"
"A01807","Young Ltd","HealthTech","Expansion","21","Europe","1","14824.35","Closed -Won"
"A01808","Long, Flores and Reyes","MarTech","New","32","LATAM","29","9856.21","Negotiation"
"A01809","Graham-Clark","Logistics","New","33","LATAM","6","11302.76","On -Hold"
"A01810","Wells and Sons","MarTech","Expansion","29","Asia","57","13362.11","Closed -Won"
"A01811","Cruz, Middleton and Larsen","FinTech","Expansion","11","Europe","15","19232.59","Closed -Won"
"A01812","Roberts Ltd","EdTech","New","7","North America","39","10863.19","Closed -Won"
"A01813","Taylor Inc","Logistics","New","32","Europe","40","7797.27","Closed -Won"
"A01814","Smith, Griffith and Tucker","E -Commerce","New","34","LATAM","30","13940.78","Closed -Won"
"A01815","Proctor-Taylor","E -Commerce","New","13","Asia","53","13090.34","Negotiation"
"A01816","May Group","MarTech","New","7","Asia","7","19282.54","Closed -Lost"
"A01817","English-Dominguez","EdTech","New","26","North America","14","16027.67","Closed -Won"
"A01818","Hanson-Gibson","E -Commerce","New","23","LATAM","15","17849.86","Negotiation"
"A01819","Arnold-Cole","CyberSecurity","New","32","North America","8","13426.41","Closed -Won"
"A01820","Perez-Coleman","SMB SaaS","New","23","Europe","18","10129.21","Closed -Won"
"A01821","Lane Ltd","E -Commerce","New","28","Asia","19","20248.67","Negotiation"
"A01822","Joseph LLC","SMB SaaS","Expansion","29","Asia","46","12640.68","Closed -Won"
"A01823","House-Johnston","Logistics","New","6","North America","18","17589.61","Closed -Won"
"A01824","Good PLC","FinTech","Expansion","10","North America","52","13527.86","Closed -Won"
"A01825","Bush-Wilson","MarTech","New","29","LATAM","46","17630.38","Closed -Won"
"A01826","Nixon-Miller","MarTech","New","11","Europe","54","16208.14","Negotiation"
"A01827","Simon, Terrell and Terrell","FinTech","Expansion","12","Europe","7","15512.58","Closed -Won"
"A01828","Marshall-Miller","HealthTech","New","28","Asia","59","16653.11","Closed -Won"
"A01829","Davis, Kennedy and Harmon","Logistics","New","12","Asia","37","14035.72","Closed -Lost"
"A01830","Miller, Schultz and Yates","EdTech","New","10","Asia","58","8180.58","Closed -Won"
"A01831","Austin-Berger","HealthTech","New","6","Asia","21","16155.6","Negotiation"
"A01832","Osborne, Harrison and Hunt","EdTech","New","20","Asia","57","19581.82","Closed -Won"
"A01833","Berry-Rivera","EdTech","New","25","LATAM","35","14822.63","Closed -Won"
"A01834","Yu-Yates","HealthTech","New","27","Asia","5","13745.75","Closed -Lost"
