account_id,date,csat_score,comment_sentiment_score
A01137,2024-11-27,8.5,0.09
A01137,2024-12-25,7.8,0.65
A01138,2023-01-23,7.2,0.29
A01138,2023-02-22,7.1,0.34
A01138,2023-03-22,9.2,0.88
A01138,2023-04-29,6.1,0.38
A01138,2023-05-26,8.7,0.54
A01138,2023-06-28,7.5,0.04
A01138,2023-07-30,7.1,0.68
A01138,2023-08-28,7.9,0.78
A01138,2023-09-25,9.0,0.16
A01138,2023-10-26,8.3,0.56
A01138,2023-11-23,7.2,0.01
A01138,2023-12-30,8.1,0.95
A01138,2024-01-28,6.7,0.43
A01138,2024-02-23,9.6,1.02
A01138,2024-03-28,9.3,1.07
A01138,2024-04-28,7.3,0.39
A01138,2024-05-26,8.5,0.23
A01138,2024-06-21,7.8,0.72
A01138,2024-07-30,7.2,0.99
A01138,2024-08-31,7.1,0.83
A01138,2024-09-30,8.9,0.28
A01138,2024-10-27,7.2,0.57
A01138,2024-11-29,7.4,-0.15
A01138,2024-12-23,7.2,0.3
A01139,2023-01-23,8.3,1.05
A01139,2023-02-27,7.6,0.57
A01139,2023-03-23,8.0,0.85
A01139,2023-04-29,8.4,0.68
A01139,2023-05-27,7.2,0.37
A01139,2023-06-25,7.1,0.89
A01139,2023-07-31,7.5,0.95
A01139,2023-08-26,7.5,0.73
A01139,2023-09-26,7.5,0.54
A01139,2023-10-31,6.8,0.96
A01139,2023-11-22,8.7,0.7
A01139,2023-12-22,7.6,0.59
A01139,2024-01-28,8.6,0.49
A01139,2024-02-25,7.1,1.15
A01139,2024-03-28,7.9,0.94
A01139,2024-04-26,8.6,0.83
A01139,2024-05-22,7.3,0.35
A01139,2024-06-22,9.6,0.6
A01139,2024-07-24,8.6,0.43
A01139,2024-08-26,7.1,0.45
A01139,2024-09-24,6.9,0.89
A01139,2024-10-23,7.8,0.14
A01139,2024-11-21,6.9,0.43
A01139,2024-12-25,9.7,0.89
A01140,2023-01-27,10.0,0.43
A01140,2023-02-21,7.1,0.35
A01140,2023-03-30,8.6,1.0
A01140,2023-04-21,6.4,0.53
A01140,2023-05-30,8.7,0.42
A01140,2023-06-26,7.1,1.37
A01140,2023-07-24,9.1,0.83
A01140,2023-08-26,9.5,0.4
A01140,2023-09-28,8.0,1.24
A01140,2023-10-29,8.2,0.25
A01140,2023-11-26,6.4,0.68
A01140,2023-12-24,7.3,0.93
A01140,2024-01-31,7.7,0.73
A01140,2024-02-25,9.1,0.37
A01140,2024-03-25,10.0,0.51
A01140,2024-04-27,7.5,0.73
A01140,2024-05-26,8.4,1.02
A01140,2024-06-21,8.0,0.85
A01140,2024-07-24,7.3,0.19
A01140,2024-08-28,10.0,0.12
A01140,2024-09-28,6.5,0.88
A01140,2024-10-25,6.0,0.86
A01140,2024-11-25,9.9,0.33
A01140,2024-12-31,7.3,0.29
A01141,2023-01-27,8.1,0.87
A01141,2023-02-22,8.7,0.37
A01141,2023-03-28,7.8,0.49
A01141,2023-04-27,7.1,0.8
A01141,2023-05-23,8.0,0.31
A01141,2023-06-28,9.0,0.31
A01141,2023-07-23,6.7,0.53
A01141,2023-08-24,7.5,1.39
A01141,2023-09-28,7.8,0.49
A01141,2023-10-26,7.4,0.42
A01141,2023-11-28,8.6,0.66
A01141,2023-12-22,8.3,0.51
A01141,2024-01-31,6.0,0.24
A01141,2024-02-23,7.9,0.71
A01141,2024-03-22,8.1,0.17
A01141,2024-04-21,7.1,0.13
A01141,2024-05-27,7.9,0.64
A01141,2024-06-24,8.3,0.06
A01141,2024-07-28,9.3,0.97
A01141,2024-08-30,10.0,0.47
A01141,2024-09-22,7.5,0.11
A01141,2024-10-29,6.9,0.85
A01141,2024-11-22,8.6,0.56
A01141,2024-12-31,6.3,0.4
A01142,2023-01-25,7.0,0.33
A01142,2023-02-20,7.3,0.73
A01142,2023-03-22,7.2,0.3
A01142,2023-04-30,6.3,0.42
A01142,2023-05-22,6.8,0.4
A01142,2023-06-24,6.9,0.02
A01142,2023-07-22,8.6,0.47
A01142,2023-08-25,4.7,0.17
A01142,2023-09-30,6.7,0.44
A01142,2023-10-23,7.9,0.43
A01142,2023-11-30,5.9,0.51
A01142,2023-12-30,6.1,0.54
A01142,2024-01-24,6.2,0.58
A01142,2024-02-28,8.4,0.42
A01142,2024-03-27,7.2,0.11
A01142,2024-04-28,6.0,0.63
A01142,2024-05-30,4.7,0.57
A01142,2024-06-22,7.3,0.02
A01142,2024-07-28,6.4,0.51
A01142,2024-08-30,7.8,0.57
A01142,2024-09-23,7.4,-0.02
A01142,2024-10-26,7.2,-0.25
A01142,2024-11-24,4.7,0.23
A01142,2024-12-25,6.2,0.59
A01143,2023-01-26,10.0,0.62
A01143,2023-02-24,9.5,0.73
A01143,2023-03-26,8.4,0.64
A01143,2023-04-24,8.7,0.76
A01143,2023-05-22,8.7,0.25
A01143,2023-06-25,10.0,0.37
A01143,2023-07-30,7.0,0.86
A01143,2023-08-30,7.6,0.62
A01143,2023-09-22,7.8,0.5
A01143,2023-10-31,8.7,0.73
A01143,2023-11-28,8.3,0.36
A01143,2023-12-30,7.5,0.57
A01143,2024-01-22,8.0,0.47
A01143,2024-02-26,9.8,0.39
A01143,2024-03-26,8.0,0.42
A01143,2024-04-28,8.9,0.44
A01143,2024-05-26,8.3,0.77
A01143,2024-06-22,6.8,0.36
A01143,2024-07-31,8.4,0.18
A01143,2024-08-26,6.2,-0.11
A01143,2024-09-21,9.8,0.57
A01143,2024-10-31,7.3,0.69
A01143,2024-11-27,8.0,0.59
A01143,2024-12-29,8.0,0.62
A01144,2023-01-24,7.9,0.48
A01144,2023-02-23,6.6,0.1
A01144,2023-03-27,5.2,0.42
A01144,2023-04-28,7.9,0.65
A01144,2023-05-24,7.1,0.21
A01144,2023-06-24,6.2,0.31
A01144,2023-07-25,7.5,0.31
A01144,2023-08-31,4.3,0.58
A01144,2023-09-24,6.8,0.16
A01144,2023-10-27,6.7,0.06
A01144,2023-11-26,7.6,0.35
A01144,2023-12-25,7.3,0.22
A01144,2024-01-29,7.0,0.44
A01144,2024-02-24,6.3,-0.08
A01144,2024-03-31,6.6,0.23
A01144,2024-04-24,7.1,0.08
A01144,2024-05-22,4.4,0.42
A01144,2024-06-28,6.7,0.5
A01144,2024-07-29,6.4,0.25
A01144,2024-08-30,8.9,0.6
A01144,2024-09-30,6.5,0.46
A01144,2024-10-27,7.8,0.43
A01144,2024-11-29,5.6,0.93
A01144,2024-12-23,7.7,0.62
A01145,2023-01-31,7.0,0.97
A01145,2023-02-28,6.9,0.25
A01145,2023-03-25,7.5,0.8
A01145,2023-04-24,7.9,0.89
A01145,2023-05-29,6.5,0.66
A01145,2023-06-23,10.0,0.81
A01145,2023-07-31,9.2,0.7
A01145,2023-08-29,8.2,0.79
A01145,2023-09-29,9.0,0.47
A01145,2023-10-23,7.8,0.83
A01145,2023-11-23,9.2,0.39
A01145,2023-12-23,8.8,0.73
A01145,2024-01-27,7.3,0.86
A01145,2024-02-26,7.4,1.07
A01145,2024-03-23,8.0,1.39
A01145,2024-04-24,8.4,0.73
A01145,2024-05-31,7.8,0.86
A01145,2024-06-30,9.9,0.21
A01145,2024-07-27,9.6,0.86
A01145,2024-08-27,7.3,0.94
A01145,2024-09-30,8.4,0.71
A01145,2024-10-27,7.2,0.37
A01145,2024-11-25,8.5,0.28
A01145,2024-12-26,6.7,0.8
A01146,2023-01-28,7.1,0.15
A01146,2023-02-21,6.4,0.33
A01146,2023-03-22,10.0,0.53
A01146,2023-04-29,7.3,0.09
A01146,2023-05-27,8.2,0.74
A01146,2023-06-25,8.0,0.53
A01146,2023-07-24,6.3,0.75
A01146,2023-08-22,8.0,0.57
A01146,2023-09-21,6.3,0.26
A01146,2023-10-28,7.3,0.47
A01146,2023-11-29,6.5,0.85
A01146,2023-12-26,7.6,0.87
A01146,2024-01-24,7.1,0.57
A01146,2024-02-24,6.3,0.54
A01146,2024-03-30,7.6,0.66
A01146,2024-04-25,8.1,0.51
A01146,2024-05-30,7.5,0.38
A01146,2024-06-21,9.4,0.7
A01146,2024-07-25,8.5,0.48
A01146,2024-08-24,7.6,0.68
A01146,2024-09-22,7.7,0.16
A01146,2024-10-30,6.5,0.74
A01146,2024-11-23,7.1,0.7
A01146,2024-12-27,8.1,0.33
A01147,2023-01-23,7.6,0.94
A01147,2023-02-19,7.8,0.56
A01147,2023-03-28,8.7,0.16
A01147,2023-04-23,7.7,0.66
A01147,2023-05-25,7.6,0.66
A01147,2023-06-28,7.2,0.43
A01147,2023-07-30,8.8,0.03
A01147,2023-08-27,8.0,0.07
A01147,2023-09-28,7.0,0.89
A01147,2023-10-28,8.4,0.83
A01147,2023-11-24,9.3,0.78
A01147,2023-12-23,9.0,0.61
A01147,2024-01-23,7.6,0.56
A01147,2024-02-24,9.7,0.17
A01147,2024-03-27,7.7,0.66
A01147,2024-04-25,9.0,0.09
A01147,2024-05-30,8.0,0.78
A01147,2024-06-28,8.3,0.21
A01147,2024-07-28,8.2,0.91
A01147,2024-08-23,7.7,0.45
A01147,2024-09-30,8.5,0.31
A01147,2024-10-26,9.5,0.72
A01147,2024-11-28,8.4,0.6
A01147,2024-12-26,7.3,0.58
A01148,2023-01-24,9.6,0.79
A01148,2023-02-26,7.3,0.25
A01148,2023-03-26,9.2,0.68
A01148,2023-04-29,9.3,0.63
A01148,2023-05-31,7.3,0.46
A01148,2023-06-28,8.4,1.02
A01148,2023-07-28,7.6,0.6
A01148,2023-08-27,9.1,0.41
A01148,2023-09-24,8.5,0.91
A01148,2023-10-22,8.9,0.03
A01148,2023-11-30,5.7,0.63
A01148,2023-12-24,7.5,0.45
A01148,2024-01-25,7.1,0.94
A01148,2024-02-23,7.4,0.52
A01148,2024-03-31,7.3,0.42
A01148,2024-04-27,9.2,0.56
A01148,2024-05-25,6.7,0.42
A01148,2024-06-27,6.7,0.4
A01148,2024-07-30,8.0,0.39
A01148,2024-08-30,7.5,0.78
A01148,2024-09-26,8.7,0.76
A01148,2024-10-27,7.7,0.7
A01148,2024-11-30,7.6,0.53
A01148,2024-12-25,6.7,0.37
A01149,2023-01-24,5.2,0.19
A01149,2023-02-20,6.4,0.23
A01149,2023-03-22,6.4,0.9
A01149,2023-04-30,7.1,-0.02
A01149,2023-05-23,6.0,0.4
A01149,2023-06-22,5.8,0.26
A01149,2023-07-30,5.5,0.15
A01149,2023-08-22,6.8,0.5
A01149,2023-09-23,3.0,0.09
A01149,2023-10-29,7.5,0.1
A01149,2023-11-30,6.4,0.14
A01149,2023-12-27,5.1,0.12
A01149,2024-01-31,6.5,0.36
A01149,2024-02-29,5.6,0.8
A01149,2024-03-29,7.6,0.88
A01149,2024-04-30,6.7,0.73
A01149,2024-05-29,5.7,-0.01
A01149,2024-06-24,7.7,0.18
A01149,2024-07-23,6.4,0.12
A01149,2024-08-31,7.8,-0.08
A01149,2024-09-29,6.0,0.38
A01149,2024-10-22,7.2,0.53
A01149,2024-11-29,6.9,0.25
A01149,2024-12-30,6.7,0.0
A01150,2023-01-31,6.8,0.54
A01150,2023-02-22,8.1,0.52
A01150,2023-03-27,8.1,0.3
A01150,2023-04-22,7.7,0.72
A01150,2023-05-27,4.6,-0.06
A01150,2023-06-22,7.7,0.36
A01150,2023-07-22,8.9,0.21
A01150,2023-08-29,8.1,-0.48
A01150,2023-09-23,7.4,1.07
A01150,2023-10-24,6.5,0.22
A01150,2023-11-24,5.7,0.41
A01150,2023-12-29,8.3,0.49
A01150,2024-01-22,6.9,0.52
A01150,2024-02-22,6.9,0.96
A01150,2024-03-26,7.2,-0.11
A01150,2024-04-27,8.5,0.33
A01150,2024-05-28,6.9,1.04
A01150,2024-06-24,7.8,0.82
A01150,2024-07-24,5.9,0.5
A01150,2024-08-31,7.0,0.11
A01150,2024-09-26,7.0,0.51
A01150,2024-10-27,7.7,0.4
A01150,2024-11-22,5.2,0.5
A01150,2024-12-28,9.1,0.49
A01151,2023-01-30,7.7,0.44
A01151,2023-02-28,7.3,0.84
A01151,2023-03-31,9.1,0.88
A01151,2023-04-21,8.9,0.72
A01151,2023-05-27,8.4,1.05
A01151,2023-06-27,7.4,0.36
A01151,2023-07-29,8.1,0.93
A01151,2023-08-22,9.5,1.14
A01151,2023-09-29,10.0,1.01
A01151,2023-10-26,8.0,0.58
A01151,2023-11-25,8.4,0.58
A01151,2023-12-25,6.7,0.75
A01151,2024-01-24,8.1,0.4
A01151,2024-02-27,7.6,0.75
A01151,2024-03-23,8.1,0.36
A01151,2024-04-24,9.1,0.99
A01151,2024-05-22,7.6,0.3
A01151,2024-06-24,8.8,0.42
A01151,2024-07-23,9.2,0.63
A01151,2024-08-23,8.9,1.09
A01151,2024-09-21,8.4,0.47
A01151,2024-10-29,6.2,0.32
A01151,2024-11-25,7.3,-0.0
A01151,2024-12-31,7.9,1.43
A01152,2023-01-27,7.6,0.3
A01152,2023-02-25,6.7,0.94
A01152,2023-03-31,7.5,0.82
A01152,2023-04-25,7.3,0.31
A01152,2023-05-28,8.0,0.59
A01152,2023-06-26,5.1,0.09
A01152,2023-07-23,7.5,0.15
A01152,2023-08-31,7.5,0.12
A01152,2023-09-26,7.4,0.3
A01152,2023-10-29,6.3,0.57
A01152,2023-11-29,7.9,0.94
A01152,2023-12-27,7.8,0.71
A01152,2024-01-24,7.5,0.12
A01152,2024-02-24,6.5,0.54
A01152,2024-03-25,7.5,0.47
A01152,2024-04-28,6.2,0.25
A01152,2024-05-25,6.8,1.16
A01152,2024-06-26,8.1,0.67
A01152,2024-07-22,8.5,0.08
A01152,2024-08-27,7.1,0.95
A01152,2024-09-27,9.6,0.51
A01152,2024-10-25,7.4,1.01
A01152,2024-11-21,9.0,0.46
A01152,2024-12-31,7.6,0.65
A01153,2023-01-22,7.4,0.95
A01153,2023-02-21,9.2,0.33
A01153,2023-03-24,9.0,0.51
A01153,2023-04-27,7.5,0.76
A01153,2023-05-29,8.8,0.69
A01153,2023-06-29,8.2,1.1
A01153,2023-07-25,9.6,0.81
A01153,2023-08-26,8.2,1.51
A01153,2023-09-27,10.0,0.34
A01153,2023-10-29,7.4,0.26
A01153,2023-11-23,9.6,0.72
A01153,2023-12-31,8.7,0.74
A01153,2024-01-24,5.4,0.62
A01153,2024-02-27,7.0,0.95
A01153,2024-03-31,8.1,0.81
A01153,2024-04-30,8.4,0.56
A01153,2024-05-25,8.3,0.79
A01153,2024-06-28,9.0,0.86
A01153,2024-07-23,9.6,1.16
A01153,2024-08-22,7.6,0.53
A01153,2024-09-30,6.2,0.37
A01153,2024-10-25,9.5,0.73
A01153,2024-11-30,8.0,0.38
A01153,2024-12-23,8.1,0.25
A01154,2023-01-22,7.3,0.29
A01154,2023-02-26,7.5,0.51
A01154,2023-03-25,6.7,0.28
A01154,2023-04-22,7.5,0.76
A01154,2023-05-28,5.3,0.31
A01154,2023-06-22,5.5,0.08
A01154,2023-07-23,7.1,0.3
A01154,2023-08-31,7.2,0.69
A01154,2023-09-26,6.2,0.28
A01154,2023-10-26,6.7,0.17
A01154,2023-11-25,7.8,0.77
A01154,2023-12-28,9.5,0.36
A01154,2024-01-25,7.5,0.71
A01154,2024-02-28,6.7,0.39
A01154,2024-03-22,6.9,0.44
A01154,2024-04-23,8.9,0.43
A01154,2024-05-23,6.1,0.11
A01154,2024-06-24,7.6,0.2
A01154,2024-07-26,7.4,0.35
A01154,2024-08-27,8.0,0.6
A01154,2024-09-26,7.8,-0.24
A01154,2024-10-26,10.0,0.91
A01154,2024-11-21,8.1,0.23
A01154,2024-12-27,7.1,0.11
A01155,2023-01-24,6.9,0.62
A01155,2023-02-22,7.7,0.59
A01155,2023-03-30,8.9,0.9
A01155,2023-04-25,8.1,0.75
A01155,2023-05-23,7.2,0.72
A01155,2023-06-27,8.3,0.7
A01155,2023-07-26,7.1,0.89
A01155,2023-08-25,8.5,0.44
A01155,2023-09-24,6.9,0.38
A01155,2023-10-22,8.4,0.72
A01155,2023-11-22,9.0,0.38
A01155,2023-12-25,7.6,1.07
A01155,2024-01-24,7.4,0.6
A01155,2024-02-20,8.6,0.36
A01155,2024-03-28,8.0,0.48
A01155,2024-04-27,8.0,0.74
A01155,2024-05-28,6.6,0.68
A01155,2024-06-26,8.0,0.82
A01155,2024-07-24,8.0,0.68
A01155,2024-08-29,8.1,1.36
A01155,2024-09-22,4.0,0.12
A01155,2024-10-23,9.1,0.11
A01155,2024-11-26,6.3,0.69
A01155,2024-12-23,7.1,0.66
A01156,2023-01-27,7.8,0.41
A01156,2023-02-25,8.3,0.44
A01156,2023-03-23,6.3,0.52
A01156,2023-04-28,8.9,0.91
A01156,2023-05-27,8.5,0.42
A01156,2023-06-27,8.1,0.4
A01156,2023-07-24,6.0,0.42
A01156,2023-08-30,8.5,-0.19
A01156,2023-09-22,7.9,0.95
A01156,2023-10-31,6.7,0.43
A01156,2023-11-27,6.3,0.33
A01156,2023-12-25,6.8,0.61
A01156,2024-01-28,7.9,0.62
A01156,2024-02-23,8.6,0.41
A01156,2024-03-27,9.5,0.61
A01156,2024-04-28,8.0,1.01
A01156,2024-05-28,6.3,0.9
A01156,2024-06-25,7.9,0.41
A01156,2024-07-29,7.8,0.97
A01156,2024-08-25,8.5,0.26
A01156,2024-09-27,6.3,0.39
A01156,2024-10-25,8.6,0.53
A01156,2024-11-30,5.5,0.73
A01156,2024-12-27,8.0,0.74
A01157,2023-01-29,8.8,0.45
A01157,2023-02-20,8.7,0.72
A01157,2023-03-28,8.0,1.19
A01157,2023-04-30,10.0,0.69
A01157,2023-05-23,7.3,0.43
A01157,2023-06-22,9.5,1.17
A01157,2023-07-30,5.6,0.29
A01157,2023-08-29,9.5,0.11
A01157,2023-09-30,10.0,0.41
A01157,2023-10-30,6.7,0.76
A01157,2023-11-24,7.0,0.66
A01157,2023-12-23,8.3,0.18
A01157,2024-01-27,9.2,0.96
A01157,2024-02-23,9.0,1.07
A01157,2024-03-31,9.4,0.07
A01157,2024-04-30,7.0,0.41
A01157,2024-05-31,7.4,0.82
A01157,2024-06-23,8.7,0.13
A01157,2024-07-31,8.1,0.59
A01157,2024-08-23,6.6,0.47
A01157,2024-09-26,10.0,0.7
A01157,2024-10-22,8.8,1.29
A01157,2024-11-24,8.0,0.76
A01157,2024-12-23,9.8,0.94
A01158,2023-01-28,6.5,0.41
A01158,2023-02-19,7.0,0.82
A01158,2023-03-28,6.5,0.52
A01158,2023-04-28,6.7,0.29
A01158,2023-05-30,6.7,0.55
A01158,2023-06-24,6.9,-0.16
A01158,2023-07-30,6.1,1.06
A01158,2023-08-23,8.5,0.32
A01158,2023-09-25,6.2,0.23
A01158,2023-10-28,7.2,0.62
A01158,2023-11-30,6.7,0.19
A01158,2023-12-27,6.1,0.75
A01158,2024-01-23,7.8,0.31
A01158,2024-02-24,5.3,0.49
A01158,2024-03-31,7.2,0.46
A01158,2024-04-29,5.8,0.35
A01158,2024-05-24,6.4,0.47
A01158,2024-06-22,6.5,-0.01
A01158,2024-07-25,7.0,0.05
A01158,2024-08-25,7.4,0.17
A01158,2024-09-27,7.2,0.44
A01158,2024-10-31,7.9,0.77
A01158,2024-11-22,7.0,0.56
A01158,2024-12-22,6.4,0.4
A01159,2023-01-25,7.0,1.03
A01159,2023-02-27,8.2,0.71
A01159,2023-03-29,7.6,0.13
A01159,2023-04-26,7.8,-0.01
A01159,2023-05-25,6.5,0.6
A01159,2023-06-22,6.7,0.77
A01159,2023-07-23,7.5,-0.06
A01159,2023-08-30,9.6,-0.01
A01159,2023-09-29,7.5,0.6
A01159,2023-10-26,8.5,0.89
A01159,2023-11-21,8.1,0.42
A01159,2023-12-27,8.4,0.31
A01159,2024-01-29,7.6,0.16
A01159,2024-02-21,8.7,0.69
A01159,2024-03-29,6.2,0.21
A01159,2024-04-22,6.4,0.35
A01159,2024-05-25,8.7,0.68
A01159,2024-06-24,7.8,0.7
A01159,2024-07-26,7.7,0.61
A01159,2024-08-30,8.0,0.34
A01159,2024-09-24,6.1,0.29
A01159,2024-10-31,7.4,0.64
A01159,2024-11-30,8.8,0.57
A01159,2024-12-31,7.0,0.82
A01160,2023-01-25,7.6,0.4
A01160,2023-02-28,10.0,0.72
A01160,2023-03-24,9.5,0.87
A01160,2023-04-26,6.8,0.18
A01160,2023-05-24,8.8,0.58
A01160,2023-06-24,7.3,1.18
A01160,2023-07-28,9.5,1.01
A01160,2023-08-26,9.2,0.64
A01160,2023-09-22,7.2,0.72
A01160,2023-10-23,9.6,0.59
A01160,2023-11-29,8.0,0.67
A01160,2023-12-31,9.9,0.62
A01160,2024-01-30,8.4,0.65
A01160,2024-02-25,8.6,1.28
A01160,2024-03-25,9.1,1.22
A01160,2024-04-23,8.6,1.27
A01160,2024-05-26,8.6,0.81
A01160,2024-06-22,7.3,0.45
A01160,2024-07-28,7.4,0.98
A01160,2024-08-23,7.9,0.61
A01160,2024-09-27,8.1,1.0
A01160,2024-10-22,7.2,0.64
A01160,2024-11-23,7.2,0.5
A01160,2024-12-30,10.0,0.72
A01161,2023-01-29,7.5,0.68
A01161,2023-02-24,6.8,-0.06
A01161,2023-03-30,5.9,0.63
A01161,2023-04-24,6.1,0.73
A01161,2023-05-25,6.1,0.75
A01161,2023-06-21,7.8,0.09
A01161,2023-07-23,7.5,0.77
A01161,2023-08-26,7.0,0.09
A01161,2023-09-29,8.7,0.75
A01161,2023-10-25,6.4,0.11
A01161,2023-11-28,6.2,0.2
A01161,2023-12-30,6.6,0.37
A01161,2024-01-29,7.1,0.45
A01161,2024-02-20,6.0,0.03
A01161,2024-03-24,6.9,1.19
A01161,2024-04-24,8.5,0.76
A01161,2024-05-22,7.7,0.86
A01161,2024-06-23,5.2,0.12
A01161,2024-07-24,6.1,0.4
A01161,2024-08-31,8.7,0.14
A01161,2024-09-28,6.5,0.59
A01161,2024-10-24,6.8,0.0
A01161,2024-11-29,4.9,0.23
A01161,2024-12-30,6.2,-0.19
A01162,2023-01-25,8.5,1.21
A01162,2023-02-22,7.2,-0.12
A01162,2023-03-31,6.2,-0.32
A01162,2023-04-23,8.1,0.46
A01162,2023-05-26,9.5,0.72
A01162,2023-06-30,7.2,-0.16
A01162,2023-07-31,8.0,0.89
A01162,2023-08-29,7.6,0.23
A01162,2023-09-27,5.7,0.16
A01162,2023-10-26,5.2,0.43
A01162,2023-11-24,7.2,0.13
A01162,2023-12-25,8.5,0.56
A01162,2024-01-25,6.2,0.01
A01162,2024-02-20,7.6,0.68
A01162,2024-03-30,7.4,0.66
A01162,2024-04-26,7.8,0.39
A01162,2024-05-28,6.7,0.66
A01162,2024-06-27,8.2,0.8
A01162,2024-07-23,6.4,0.66
A01162,2024-08-28,6.8,-0.08
A01162,2024-09-23,7.9,0.48
A01162,2024-10-25,6.5,-0.02
A01162,2024-11-24,6.7,0.72
A01162,2024-12-30,5.3,0.25
A01163,2023-01-31,7.8,0.56
A01163,2023-02-26,9.1,0.99
A01163,2023-03-28,8.3,0.5
A01163,2023-04-23,8.0,0.61
A01163,2023-05-27,7.9,0.52
A01163,2023-06-24,6.7,0.23
A01163,2023-07-31,7.9,1.03
A01163,2023-08-31,9.1,0.63
A01163,2023-09-27,7.9,0.9
A01163,2023-10-23,7.9,0.04
A01163,2023-11-23,7.7,-0.05
A01163,2023-12-22,8.3,0.31
A01163,2024-01-29,9.7,0.32
A01163,2024-02-23,4.5,0.16
A01163,2024-03-25,7.4,0.81
A01163,2024-04-25,7.3,1.07
A01163,2024-05-31,6.8,1.02
A01163,2024-06-23,6.5,1.07
A01163,2024-07-29,7.7,-0.04
A01163,2024-08-22,6.7,0.19
A01163,2024-09-25,7.5,0.31
A01163,2024-10-22,7.7,0.51
A01163,2024-11-24,8.0,0.48
A01163,2024-12-28,6.9,0.65
A01164,2023-01-22,6.4,0.29
A01164,2023-02-19,5.1,-0.32
A01164,2023-03-23,7.1,0.96
A01164,2023-04-22,8.6,0.67
A01164,2023-05-31,6.4,0.49
A01164,2023-06-21,7.1,0.38
A01164,2023-07-28,6.9,1.01
A01164,2023-08-29,7.6,0.44
A01164,2023-09-24,5.8,0.29
A01164,2023-10-30,7.3,0.57
A01164,2023-11-28,6.4,0.29
A01164,2023-12-24,7.3,0.33
A01164,2024-01-30,7.0,0.17
A01164,2024-02-22,8.1,0.22
A01164,2024-03-22,8.2,0.51
A01164,2024-04-26,5.6,0.23
A01164,2024-05-28,7.3,0.98
A01164,2024-06-25,6.7,0.52
A01164,2024-07-25,8.3,0.74
A01164,2024-08-28,5.7,0.21
A01164,2024-09-29,7.1,0.4
A01164,2024-10-26,8.2,0.85
A01164,2024-11-22,4.2,0.15
A01164,2024-12-26,7.1,0.69
A01165,2023-01-31,6.3,0.17
A01165,2023-02-21,8.4,0.75
A01165,2023-03-25,7.7,0.38
A01165,2023-04-24,7.5,0.12
A01165,2023-05-24,7.4,0.21
A01165,2023-06-28,6.2,0.92
A01165,2023-07-30,7.8,0.12
A01165,2023-08-27,6.7,0.55
A01165,2023-09-24,6.0,0.54
A01165,2023-10-31,8.9,0.64
A01165,2023-11-29,6.1,0.13
A01165,2023-12-27,6.4,0.57
A01165,2024-01-29,6.7,0.17
A01165,2024-02-25,7.5,0.32
A01165,2024-03-23,5.0,0.01
A01165,2024-04-28,5.9,0.35
A01165,2024-05-30,6.5,0.47
A01165,2024-06-21,8.2,0.6
A01165,2024-07-29,5.8,0.09
A01165,2024-08-27,6.4,0.82
A01165,2024-09-24,7.3,0.72
A01165,2024-10-27,4.9,0.31
A01165,2024-11-29,5.7,0.53
A01165,2024-12-23,6.4,0.49
A01166,2023-01-25,8.1,0.43
A01166,2023-02-21,6.4,0.36
A01166,2023-03-27,6.0,-0.25
A01166,2023-04-24,8.0,0.42
A01166,2023-05-30,7.6,0.0
A01166,2023-06-28,5.5,0.44
A01166,2023-07-24,6.2,0.26
A01166,2023-08-28,6.2,0.34
A01166,2023-09-22,6.4,0.69
A01166,2023-10-25,6.4,1.0
A01166,2023-11-26,6.1,0.42
A01166,2023-12-24,6.5,0.89
A01166,2024-01-22,6.5,0.19
A01166,2024-02-22,7.9,0.45
A01166,2024-03-22,7.8,0.93
A01166,2024-04-22,8.4,0.01
A01166,2024-05-27,9.2,0.49
A01166,2024-06-29,4.7,0.12
A01166,2024-07-31,7.0,0.43
A01166,2024-08-22,8.6,0.53
A01166,2024-09-21,7.4,0.16
A01166,2024-10-29,6.1,0.46
A01166,2024-11-26,6.4,0.21
A01166,2024-12-30,8.1,-0.01
A01167,2023-01-25,8.1,0.64
A01167,2023-02-20,6.2,0.1
A01167,2023-03-22,6.6,0.8
A01167,2023-04-30,6.7,0.3
A01167,2023-05-31,7.9,0.86
A01167,2023-06-23,5.6,0.74
A01167,2023-07-26,5.9,0.35
A01167,2023-08-30,6.6,0.72
A01167,2023-09-22,6.4,0.33
A01167,2023-10-28,6.7,-0.01
A01167,2023-11-21,8.1,0.48
A01167,2023-12-25,5.1,0.45
A01167,2024-01-25,8.3,0.26
A01167,2024-02-28,7.6,-0.01
A01167,2024-03-30,6.3,0.39
A01167,2024-04-28,4.9,0.07
A01167,2024-05-25,5.2,0.71
A01167,2024-06-29,7.2,0.46
A01167,2024-07-25,6.9,0.5
A01167,2024-08-31,7.6,0.68
A01167,2024-09-25,5.9,-0.16
A01167,2024-10-28,6.6,0.7
A01167,2024-11-30,7.9,0.27
A01167,2024-12-28,6.3,0.05
A01168,2023-01-25,7.9,0.3
A01168,2023-02-28,8.1,0.04
A01168,2023-03-23,6.8,0.63
A01168,2023-04-22,8.4,0.33
A01168,2023-05-26,8.4,1.37
A01168,2023-06-28,8.3,-0.03
A01168,2023-07-28,10.0,0.55
A01168,2023-08-30,8.5,0.67
A01168,2023-09-23,7.0,0.4
A01168,2023-10-30,7.5,0.26
A01168,2023-11-30,8.0,1.22
