account_id,account_name,churn,industry,closed_won_usd,client_tenure_months,deal_status,feature_purchased,sessions_last_30d,region,csat_score,comment_sentiment_score,support_tickets_30d,last_login_days
A01497,Diaz-Green,True,MarTech,14131.35,33.0,Negotiation,Analytics,14.726189244139212,North America,,,1.0,1.8876931736302498
A01498,Smith-Mills,True,Logistics,13148.57,47.0,On -Hold,Core,12.307006174863309,Europe,,,2.0,1.8574237620339924
A01499,Cooper Group,True,FinTech,21584.21,28.0,Closed -Won,Analytics,12.298949134755317,LATAM,,,1.0,1.6957639312679236
A01500,"Smith, Weeks and Arroyo",True,FinTech,9226.65,50.0,Closed -Won,Core,5.307612260497134,Asia,,,3.0,15.692039803603407
A01501,Evans-Cannon,True,EdTech,11012.32,32.0,Closed -Won,Analytics,9.772740228399524,Europe,,,2.0,2.6416382875279028
A01502,Harper-Robles,True,CyberSecurity,25034.14,16.0,On -Hold,Analytics,15.456098532636632,Asia,,,2.0,3.6144221509724765
A01503,"Brooks, Jenkins and Castro",True,HealthTech,8448.49,14.0,Closed -Won,Analytics,19.19397323276386,Asia,,,2.0,1.7974874646571823
A01504,Wright-Espinoza,True,FinTech,21578.02,20.0,Closed -Won,Core,16.05656577941847,Europe,,,0.0,1.6063617043641245
A01505,"Price, Gray and Baker",True,CyberSecurity,29992.37,36.0,Closed -Won,Analytics,10.006708942882454,North America,,,1.0,1.4775384435408678
A01506,Garrett-Black,True,Logistics,12209.9,15.0,Closed -Won,Core,10.155258473253785,Asia,,,0.0,3.4697838550324986
A01507,"Aguirre, Cohen and Mitchell",True,CyberSecurity,13947.47,54.0,Closed -Won,Core,11.745123870060796,LATAM,,,1.0,2.690324897113818
A01508,"Patel, Adams and Lopez",True,Logistics,17702.49,29.0,Closed -Won,Analytics,14.473723734559623,Asia,,,1.0,0.1009665735618297
A01509,White LLC,True,Logistics,8430.7,51.0,Closed -Won,Core,14.677828082267157,Asia,,,0.0,0.05687929720361806
A01510,Walsh PLC,True,E -Commerce,11884.48,41.0,Closed -Won,Analytics,1.5384831140948703,Europe,,,4.0,18.63569852122525
A01511,Nelson-Dean,True,E -Commerce,4687.71,20.0,Closed -Won,Core,11.3817276246591,North America,,,1.0,2.230145444054375
A01512,Flores and Sons,True,Logistics,7096.18,14.0,Closed -Won,Analytics,11.56555253905994,Asia,,,3.0,1.9665298607813095
A01513,Booker Inc,True,EdTech,15291.88,44.0,Closed -Lost,Analytics,3.170765119407629,LATAM,,,3.0,19.8043830503548
A01514,Compton LLC,True,FinTech,20571.61,20.0,Closed -Won,Core,19.954086371873224,North America,,,1.0,1.8245565578167202
A01515,Martinez-Gonzales,True,Logistics,20681.13,15.0,Closed -Won,Core,11.200438803129657,LATAM,,,1.0,3.3974187713789425
A01516,Hall and Sons,True,EdTech,9990.72,55.0,Closed -Lost,Analytics,11.069126500592635,North America,,,1.0,2.772111378774016
A01517,Snyder LLC,True,SMB SaaS,10131.58,29.0,Closed -Won,Automation,10.600579114568468,Europe,,,2.0,2.0775766071156863
A01518,Collins-Lloyd,True,MarTech,11170.77,3.0,Closed -Won,Core,15.906633713726695,Europe,,,1.0,3.145339430534105
A01519,Ford-Moody,True,Logistics,16268.55,30.0,Negotiation,Core,13.875975210934694,Europe,,,2.0,0.3510937756847792
A01520,Miller-Christensen,True,FinTech,7054.54,28.0,Closed -Won,Automation,2.655397290423635,LATAM,,,4.0,27.91686080966484
A01521,Brown Group,True,CyberSecurity,4050.47,51.0,Negotiation,Core,12.911613248665004,Asia,,,2.0,2.1375123061279853
A01522,Daniels and Sons,True,MarTech,18065.15,42.0,Closed -Won,Core,11.625469097126896,Europe,,,1.0,2.6020364999525096
A01523,Huang LLC,True,MarTech,10445.32,12.0,Negotiation,Core,14.887673843567736,LATAM,,,1.0,0.28483399717137936
A01524,Clayton-Martinez,True,EdTech,20770.6,9.0,Closed -Won,Premium Support,22.053129820389007,Asia,,,4.0,1.7395930931255184
A01525,"Wright, Wise and Ramos",True,SMB SaaS,50135.08,36.0,Closed -Won,Analytics,15.65259321707671,LATAM,,,3.0,2.4004607963510747
A01526,"Vang, Gonzalez and Moss",True,MarTech,10734.8,3.0,Negotiation,Core,2.6898004962022557,Europe,,,7.0,23.729499578578356
A01527,Boyd and Sons,True,Logistics,21884.27,19.0,Closed -Won,Analytics,12.005073537536141,LATAM,,,1.0,3.186129841454201
A01528,Price-Ali,True,MarTech,2525.08,9.0,Closed -Won,Core,9.969799754345452,Europe,,,1.0,2.761505332406745
A01529,Moore-Chandler,True,FinTech,12271.39,2.0,Closed -Won,Core,16.201069194209108,Europe,,,2.0,1.939153950627959
A01530,"Pineda, Meyer and King",True,SMB SaaS,17336.88,55.0,Closed -Won,Premium Support,16.03806253509896,LATAM,,,1.0,2.6749737489487546
A01531,"Evans, Ward and Williams",True,HealthTech,2069.59,6.0,Closed -Won,Analytics,12.601697009927582,Europe,,,0.0,1.7986363644453676
A01532,"Robinson, Rodriguez and Chen",False,EdTech,2634193.25,1.0,Closed -Won,API,13.26791552892511,North America,7.7,0.66,1.4166666666666667,4.60742751632894
A01533,Smith-Bauer,True,Logistics,8685.2,56.0,Closed -Won,Automation,14.063320816655255,Asia,,,1.0,2.7948023501473624
A01534,"Wilson, Mccormick and Smith",True,SMB SaaS,27268.44,12.0,Closed -Lost,Core,16.324282206185405,LATAM,,,0.0,1.9546992068119575
A01535,Perkins Ltd,True,SMB SaaS,23093.46,49.0,Closed -Won,Core,4.3002713911605674,North America,,,5.0,19.416830267809075
A01536,Barker-Moore,True,MarTech,42288.84,2.0,Closed -Won,Core,13.468592360367085,Europe,,,1.0,2.9613087693170126
A01537,Wright Group,True,Logistics,2562.11,10.0,Closed -Lost,API,11.13534616607754,Europe,,,2.0,2.712164860739053
A01538,Parks LLC,True,EdTech,19249.6,7.0,Closed -Won,Core,13.563390222911986,Asia,,,1.0,3.2334718558813695
A01539,"Brown, Kelly and Moore",True,CyberSecurity,14906.07,42.0,Closed -Won,Analytics,16.52615200668454,Asia,,,0.0,4.32844829795291
A01540,"Moody, Martinez and Hall",True,E -Commerce,1870.53,37.0,On -Hold,Core,12.475594664301719,LATAM,,,0.0,2.7029277733569432
A01541,"Kramer, Sherman and Trujillo",True,FinTech,14028.55,29.0,Closed -Won,Core,1.7071228778205656,Europe,,,2.0,27.344711741655107
A01542,Quinn-Smith,True,MarTech,12898.04,15.0,Negotiation,Analytics,10.75179235392799,North America,,,0.0,2.5118230478198007
A01543,Howard-Taylor,True,MarTech,5703.67,6.0,Closed -Won,Core,16.340175008391075,North America,,,1.0,2.4688184164904174
A01544,Washington Group,True,EdTech,13361.5,34.0,Closed -Won,Automation,14.938824009469885,North America,,,0.0,2.6135106935103813
A01545,"Phillips, Terry and Lopez",True,EdTech,12454.51,14.0,Negotiation,Premium Support,10.393667723490497,Asia,,,1.0,3.4950162472373716
A01546,Stephens LLC,True,E -Commerce,10788.46,35.0,On -Hold,Premium Support,13.327956429435163,North America,,,0.0,0.3158884910159936
A01547,"Mcdonald, Dillon and George",True,FinTech,19679.73,41.0,Closed -Won,Analytics,5.381583647693256,LATAM,,,5.0,21.674833395880015
A01548,"Martin, Schmidt and Cole",True,HealthTech,25485.24,51.0,Closed -Won,Core,10.222902378040327,Asia,,,2.0,3.8504168680581126
A01549,Weaver-Gibson,True,Logistics,8777.07,30.0,Closed -Won,Analytics,10.787149284125197,Europe,,,1.0,2.5680706632702144
A01550,"Hunter, Gross and Andrade",False,EdTech,144789.97999999998,1.0,Closed -Won,Core,10.806969629496326,LATAM,,,2.25,8.26854282309342
A01551,"Vincent, Parsons and Allen",True,E -Commerce,41577.13,17.0,Closed -Won,Premium Support,20.399992191296583,Asia,,,0.0,1.7583551927405012
A01552,"Brown, Coffey and Fuentes",True,E -Commerce,14267.4,51.0,Closed -Won,API,2.2235354150349282,Europe,,,1.0,23.456228635064434
A01553,Warren Group,True,E -Commerce,8554.45,32.0,Closed -Won,Core,2.7775657525346618,Europe,,,7.0,25.800616947008166
A01554,"Moore, Campbell and Ortiz",True,MarTech,6469.05,37.0,Negotiation,Automation,14.780406222804054,North America,,,2.0,2.633552392770324
A01555,Rodriguez-Mills,True,MarTech,22367.04,28.0,Closed -Lost,Core,12.231440299203369,Europe,,,1.0,2.7207097300033873
A01556,Williams and Sons,True,Logistics,9116.51,10.0,Closed -Won,Automation,14.483400055354625,Asia,,,0.0,2.6266685716032834
A01557,Russo and Sons,True,SMB SaaS,7766.19,53.0,On -Hold,Analytics,12.656496013715135,LATAM,,,2.0,2.8983899741423698
A01558,Washington Inc,True,EdTech,21389.27,46.0,Closed -Won,Automation,12.926585629650464,North America,,,1.0,2.7866486699856474
A01559,Duncan Group,True,CyberSecurity,4987.56,59.0,Closed -Lost,Premium Support,9.0161842916806,LATAM,,,0.0,0.9756513347398683
A01560,"Burns, Hanson and Garza",True,SMB SaaS,20556.01,51.0,Closed -Won,Core,13.926691295401035,LATAM,,,0.0,2.83226804350788
A01561,Diaz PLC,True,FinTech,6751.52,18.0,Closed -Won,Analytics,16.697280519867654,North America,,,0.0,3.8585866164162272
A01562,"Jones, Conrad and Clark",True,Logistics,7824.45,16.0,On -Hold,Core,14.172277324339056,Asia,,,2.0,1.9733732480445978
A01563,Hebert-Collier,True,MarTech,4859.14,15.0,Closed -Won,Automation,17.27152328246729,North America,,,1.0,3.4994799479824774
A01564,Owen-Brown,True,SMB SaaS,8144.17,55.0,Negotiation,Analytics,4.099627560742644,Europe,,,2.0,23.675648465341908
A01565,"Paul, Zamora and Short",True,E -Commerce,31631.55,33.0,Closed -Won,Premium Support,13.82137608100934,Europe,,,0.0,1.970237380389565
A01566,"Brown, Jensen and Rice",True,Logistics,69204.51,27.0,Closed -Won,Automation,12.116223340979545,LATAM,,,0.0,1.3588418481901416
A01567,"Jones, Torres and Blackburn",True,HealthTech,13489.58,58.0,Closed -Won,Core,12.541208853915787,Asia,,,1.0,3.379221252423799
A01568,"Davis, Hardy and Schmidt",True,HealthTech,11789.52,36.0,Closed -Won,Core,9.588468578188635,North America,,,3.0,3.6404765544088513
A01569,Lee Ltd,True,SMB SaaS,25634.55,54.0,Closed -Won,API,13.198763329705022,Europe,,,1.0,1.9008038799124378
A01570,Hudson and Sons,True,E -Commerce,20794.16,59.0,Closed -Lost,Core,14.437996275692461,Europe,,,0.0,3.1710615226618506
A01571,"Curry, Perry and Garcia",True,E -Commerce,29190.98,5.0,Closed -Won,Core,19.146263293397702,Asia,,,1.0,3.6506266279033337
A01572,"Ray, Craig and Park",True,HealthTech,19463.57,22.0,Closed -Won,Analytics,15.58496096983663,Asia,,,2.0,1.9670811420383305
A01573,Andrade-Jackson,True,HealthTech,31835.42,44.0,Closed -Won,Analytics,1.5670372197589215,Europe,,,2.0,26.754670000474153
A01574,Pierce PLC,True,Logistics,18737.63,48.0,Closed -Won,Analytics,9.681895173443582,LATAM,,,2.0,2.7336153696269836
A01575,Sandoval-Ferguson,True,EdTech,41622.2,9.0,Closed -Won,Core,13.380343738386282,Asia,,,1.0,1.1574620184797157
A01576,"Ramos, Gomez and Edwards",True,E -Commerce,25150.27,19.0,Closed -Won,Core,16.43529334048325,Asia,,,1.0,2.110097595214561
A01577,Kirk-Gutierrez,True,EdTech,39246.85,33.0,Closed -Lost,Core,13.338150989916837,LATAM,,,1.0,4.142787106201938
A01578,"Jordan, Swanson and Franklin",True,EdTech,11819.55,48.0,Closed -Won,API,3.1373090889246162,LATAM,,,0.0,16.025795742897273
A01579,"Gardner, Brooks and Pierce",True,HealthTech,13059.86,7.0,Closed -Won,Analytics,13.456623652243435,Asia,,,2.0,2.853826240706514
A01580,"King, Nixon and West",True,SMB SaaS,17877.43,36.0,Closed -Lost,Analytics,16.151001304146796,North America,,,0.0,2.523804446137012
A01581,Smith-Johnson,True,SMB SaaS,18590.45,18.0,Closed -Lost,Premium Support,9.208225931883018,Europe,,,2.0,1.8362340912970478
A01582,Larson-Holmes,True,FinTech,14856.66,13.0,Closed -Won,Premium Support,18.8125463604383,LATAM,,,0.0,2.221655092909392
A01583,Smith-Joyce,True,EdTech,15940.93,31.0,Negotiation,Core,2.2752619308728423,North America,,,0.0,14.570127936853416
A01584,Foley Inc,True,E -Commerce,12773.13,25.0,On -Hold,Automation,16.38119698918933,LATAM,,,0.0,2.553597146579301
A01585,"Short, Ellison and Dixon",True,MarTech,17785.77,38.0,Closed -Won,Core,13.183448015993134,Asia,,,4.0,2.709818623261263
A01586,"Howe, Moore and Johnson",True,CyberSecurity,10988.55,19.0,Closed -Won,API,5.714392128503958,North America,,,6.0,14.858302527977283
A01587,Moore-Baker,True,EdTech,31056.78,49.0,Closed -Won,Core,5.303806878528611,Asia,,,4.0,24.74876007936897
A01588,"Wright, Scott and Evans",True,FinTech,24235.58,5.0,Closed -Won,Core,5.102573730348934,Europe,,,5.0,25.102672170682283
A01589,"Ross, Hardin and Navarro",True,EdTech,17950.54,51.0,Negotiation,Premium Support,15.372573629842686,Asia,,,1.0,3.768347391590279
A01590,"Nguyen, Olson and Freeman",False,E -Commerce,248383.15999999997,2.0,Closed -Won,Core,11.95260852478962,LATAM,,,1.7142857142857142,8.77452131036029
A01591,"Warner, Weiss and Davis",True,HealthTech,3508.13,44.0,Closed -Won,Core,18.223846647792136,North America,,,3.0,2.8936008501490136
A01592,"Evans, Cross and Johnston",True,Logistics,15985.66,21.0,Closed -Won,Automation,14.995464640330107,LATAM,,,0.0,1.2376708143806396
A01593,Deleon LLC,True,FinTech,7345.33,23.0,Negotiation,Core,19.141022717504914,North America,,,2.0,2.388526305246165
A01594,Hobbs-Hamilton,True,FinTech,22233.33,2.0,Closed -Won,Core,14.278917628467434,North America,,,1.0,0.9030672151381427
A01595,Kane and Sons,True,E -Commerce,2016.27,42.0,Closed -Won,Core,17.232321086758773,Asia,,,0.0,2.0637398397280924
A01596,"Delgado, Guzman and Smith",True,E -Commerce,46058.56,10.0,Closed -Won,API,15.286159018718442,Asia,,,2.0,1.3520768148217204
A01597,"Reyes, Torres and Williams",True,EdTech,5526.12,39.0,Closed -Won,API,12.352386105723902,North America,,,0.0,1.1223456650874484
A01598,"Cunningham, Murphy and Wolfe",True,EdTech,29329.78,43.0,Closed -Won,Analytics,14.543702463139532,Europe,,,1.0,1.6968773306340765
A01599,Williams Ltd,True,FinTech,12374.94,50.0,Negotiation,Analytics,15.509515632527375,North America,,,0.0,0.0
A01600,Maddox-Mullins,True,CyberSecurity,3814.38,42.0,Closed -Won,Analytics,13.903405605792178,Europe,,,2.0,0.8400975622224669
A01601,"Wagner, Walker and Roberts",True,MarTech,13092.43,18.0,Closed -Won,Core,15.238569553992669,Asia,,,2.0,2.7824141562603284
A01602,Hernandez-Rogers,True,FinTech,36675.66,44.0,Closed -Won,Core,16.596088877980684,North America,,,0.0,2.3476663895477268
A01603,Duncan-Williams,True,MarTech,12229.27,49.0,Closed -Won,Core,13.929880574012321,LATAM,,,0.0,0.9258130530373925
A01604,Baker-Ross,True,SMB SaaS,34646.4,19.0,On -Hold,API,5.168336993952558,Asia,,,4.0,2.5478735694650663
A01605,Ayala-Anderson,True,EdTech,15202.83,8.0,Closed -Won,Automation,19.034810454480112,Asia,,,0.0,1.121786927848115
A01606,Castillo and Sons,True,SMB SaaS,23899.1,53.0,Closed -Won,Core,13.107225709339014,Europe,,,0.0,2.7219638704134184
A01607,Foster-Duncan,True,EdTech,9622.77,9.0,Closed -Won,Core,11.530159337503108,LATAM,,,2.0,1.8843609265381742
A01608,"Gilbert, Fitzgerald and Sanchez",True,HealthTech,8079.65,36.0,Closed -Won,API,3.541467420270318,Europe,,,8.0,28.785404184085955
A01609,Adams Group,True,EdTech,5871.33,14.0,Negotiation,Core,12.990662292999065,North America,,,0.0,1.9089363762725453
A01610,Cohen-Johnston,True,EdTech,18036.84,8.0,Negotiation,Analytics,12.311756506049054,North America,,,3.0,4.559528456665708
A01611,Powers Group,True,FinTech,21305.17,46.0,Closed -Won,Analytics,11.788971608345927,LATAM,,,1.0,1.2411984804776495
A01612,Bailey-Flores,True,E -Commerce,12863.83,9.0,Closed -Won,Analytics,11.953621190466281,LATAM,,,0.0,2.2265586662663788
A01613,"Rios, Carrillo and Jackson",True,EdTech,8942.05,40.0,Closed -Won,Core,15.589228472179467,LATAM,,,3.0,2.781368709492371
A01614,Jensen-Branch,True,CyberSecurity,40945.19,41.0,Closed -Won,Premium Support,20.091090323009304,Asia,,,0.0,1.0375871509110655
A01615,Hanson-Alexander,True,MarTech,15259.66,4.0,Closed -Won,Core,1.4781730403849647,LATAM,,,2.0,16.514813143690155
A01616,Gonzalez LLC,True,MarTech,19967.5,11.0,Negotiation,Core,17.36779455426371,Europe,,,0.0,1.398901857037827
A01617,Todd Inc,True,MarTech,10877.93,47.0,Closed -Won,Core,12.867769905659783,Europe,,,1.0,2.759463201108868
A01618,Singh and Sons,True,HealthTech,3980.73,30.0,Closed -Won,Automation,14.313996096651733,Asia,,,0.0,1.6579965482717172
A01619,"Mcintosh, Melton and Wilkins",True,CyberSecurity,7871.93,8.0,Closed -Won,Automation,15.279447212690862,Asia,,,1.0,1.7688940686389751
A01620,Cooper Inc,True,FinTech,14494.76,59.0,Closed -Won,Analytics,12.02132631907169,North America,,,2.0,2.91076965129208
A01621,Cole-Johnson,True,CyberSecurity,4727.21,16.0,Closed -Won,Analytics,12.722809788352649,Asia,,,1.0,1.1936569205051406
A01622,Singh and Sons,True,SMB SaaS,22341.34,1.0,Closed -Won,Analytics,16.56365587499923,North America,,,2.0,1.9112446888538837
A01623,Payne LLC,True,Logistics,14799.22,55.0,Closed -Won,Core,17.270878265300325,Asia,,,2.0,0.48615895868318115
A01624,"Webb, Blair and Thomas",True,MarTech,13601.24,1.0,Negotiation,Core,5.339628902838186,LATAM,,,0.0,29.160435317359827
A01625,"Barnett, Bennett and Escobar",True,EdTech,2298.26,33.0,Closed -Won,Core,10.41452845766382,LATAM,,,2.0,2.22950707456841
A01626,"Williams, Jackson and Campbell",True,Logistics,14405.85,59.0,Closed -Won,Analytics,13.113224050347025,LATAM,,,1.0,2.7955362981672174
A01627,"Williamson, Brown and Pena",True,EdTech,16820.85,35.0,Closed -Won,API,1.664233700424815,LATAM,,,6.0,25.181134837061702
A01628,Jones Ltd,True,MarTech,7059.21,35.0,On -Hold,Premium Support,14.225607229504181,Europe,,,0.0,1.8081124192275833
A01629,Alvarado-Durham,True,Logistics,10247.5,23.0,Closed -Won,Analytics,2.217729498460683,Asia,,,6.0,23.79595785924776
A01630,Lin-Smith,True,SMB SaaS,16587.03,8.0,Closed -Won,API,13.18786873688667,LATAM,,,0.0,1.7538933138442012
A01631,"Hughes, Whitney and Romero",True,SMB SaaS,7560.4,34.0,Closed -Won,Premium Support,14.725133667149613,LATAM,,,1.0,3.4817880754412247
A01632,"Garcia, Stewart and Delacruz",True,FinTech,10085.61,53.0,Closed -Won,Core,15.250703717251518,Europe,,,2.0,1.6792472440260173
A01633,"Miller, Gonzalez and Rasmussen",True,SMB SaaS,8461.82,6.0,Closed -Won,Analytics,14.770586128721371,North America,,,4.0,0.6340801757550967
A01634,"House, Smith and Wright",True,FinTech,21606.61,52.0,Negotiation,API,10.39540912310921,LATAM,,,1.0,1.3201207350251838
A01635,"Torres, Burns and Garner",True,E -Commerce,30000.27,25.0,Closed -Won,Analytics,6.198295168963308,Europe,,,4.0,31.207862039953497
A01636,Reed LLC,True,SMB SaaS,16891.14,32.0,Closed -Won,Automation,4.1786616229959375,LATAM,,,2.0,29.74437603153606
A01637,Garrett-Young,True,CyberSecurity,11874.38,10.0,Closed -Won,Analytics,2.21771638268423,Europe,,,3.0,20.949411812584522
A01638,"Hill, Brown and Scott",True,SMB SaaS,23932.7,37.0,Closed -Won,Premium Support,13.184222749283908,Asia,,,1.0,0.5537167626378965
A01639,Zamora-Briggs,True,EdTech,3858.63,11.0,Closed -Won,Core,15.65252060134433,LATAM,,,0.0,2.312328590354878
A01640,Raymond LLC,True,EdTech,14171.34,17.0,Closed -Won,Automation,16.63445573577147,Europe,,,0.0,2.025742675882573
A01641,Hernandez Group,True,EdTech,31073.82,43.0,Closed -Won,Core,13.41011690488232,LATAM,,,0.0,1.4684717509066658
A01642,"Taylor, Blair and Meyer",False,EdTech,374119.52999999997,3.0,Closed -Won,API,10.984627313134292,LATAM,,,1.9,6.335810829145986
A01643,"Salazar, Garrett and Perez",True,CyberSecurity,19890.61,27.0,Closed -Won,Core,17.60652149429269,LATAM,,,1.0,1.0623384906527447
A01644,Berry Group,True,MarTech,25050.22,36.0,Closed -Lost,Analytics,18.14115420218357,LATAM,,,0.0,2.8408444008270464
A01645,Browning-Murphy,True,CyberSecurity,16444.86,8.0,Closed -Won,Core,15.375296506956595,Asia,,,1.0,1.3016597014276687
A01646,"Anderson, Delgado and Carpenter",True,MarTech,7685.73,18.0,Closed -Won,Core,21.080411748972608,Europe,,,1.0,1.613633111393113
A01647,"Mcbride, Huffman and Parker",True,EdTech,10124.85,21.0,Closed -Won,API,12.154150661706977,Europe,,,1.0,1.494648994602893
A01648,"Roach, Browning and Jordan",True,HealthTech,21822.91,40.0,Closed -Won,Analytics,20.372232758536818,Europe,,,2.0,2.689473564407766
A01649,Douglas PLC,True,E -Commerce,21506.98,58.0,Closed -Won,Core,3.016993536276444,LATAM,,,5.0,27.342600695314857
A01650,Stewart PLC,True,SMB SaaS,15654.54,50.0,Negotiation,Analytics,18.021161999080157,Asia,,,1.0,0.0
A01651,"Fry, Wilson and Stewart",True,Logistics,2839.02,12.0,Closed -Won,Automation,13.039886736374866,LATAM,,,0.0,2.254242936278179
A01652,Acosta LLC,True,EdTech,5174.59,2.0,Closed -Won,API,16.53342410889129,North America,,,1.0,0.255407168174419
A01653,Ali-Turner,True,MarTech,72987.43000000001,4.0,Closed -Won,Core,9.951398246677622,Asia,,,2.0,16.198422173135693
A01654,"Peck, Shannon and Mahoney",True,CyberSecurity,8800.78,36.0,Negotiation,Automation,10.737924068828384,Asia,,,1.0,1.8918259782532998
A01655,Hernandez-Lopez,True,E -Commerce,6172.29,10.0,Closed -Won,Automation,6.9142562312761715,Europe,,,1.0,25.378451310449726
A01656,Lopez PLC,True,FinTech,6240.52,14.0,Closed -Won,Core,7.576241935306436,North America,,,1.0,2.5008192220989165
A01657,"Adams, Bradley and Hall",True,E -Commerce,53442.23,50.0,Closed -Won,Core,13.46500106945253,Europe,,,1.0,2.7200765660795323
A01658,Hall Inc,True,FinTech,17632.06,52.0,On -Hold,Core,11.55197541961974,Asia,,,2.0,1.2265342071807095
A01659,Miller-Chan,True,FinTech,21652.16,50.0,Closed -Lost,API,13.346696936099795,LATAM,,,0.0,1.190202997502679
A01660,Shaw PLC,True,CyberSecurity,12392.4,15.0,Negotiation,Premium Support,0.0,North America,,,3.0,25.547132163810105
A01661,Joseph-Brooks,True,FinTech,27630.0,37.0,Closed -Won,Core,5.749729611416495,North America,,,4.0,23.82017033468821
A01662,Henry-Taylor,True,EdTech,20367.67,37.0,Closed -Won,Analytics,9.681657389898103,Asia,,,1.0,1.5230220248123214
A01663,Perez Group,True,E -Commerce,16549.65,11.0,Closed -Won,Core,3.3396298174921943,Europe,,,8.0,27.876932759344268
A01664,Schaefer Group,True,CyberSecurity,16794.67,33.0,Closed -Won,Analytics,16.396793261177713,LATAM,,,2.0,0.49369943478928446
A01665,Newton and Sons,True,MarTech,8156.88,31.0,Closed -Won,Automation,12.98630873988623,Europe,,,0.0,1.6598826406865919
A01666,Jones Group,True,FinTech,7763.58,24.0,Closed -Won,Automation,1.4292079281196042,North America,,,4.0,29.230268872119016
A01667,"Burns, Nguyen and Ellis",True,Logistics,17388.34,45.0,Closed -Lost,Premium Support,14.827946622244994,Europe,,,3.0,4.005267881387758
A01668,Patterson Inc,True,SMB SaaS,25619.09,40.0,Closed -Won,Analytics,3.3886869289634127,LATAM,,,4.0,23.986672358311132
A01669,"Moss, James and Edwards",True,SMB SaaS,32143.31,32.0,Closed -Won,API,10.906011937741557,Europe,,,0.0,1.520189114641504
A01670,"Crosby, Armstrong and Herrera",True,CyberSecurity,22984.07,43.0,Closed -Won,Automation,14.51689015532297,LATAM,,,2.0,0.9692350721982694
A01671,"Liu, Buchanan and Meyer",True,MarTech,34544.64,46.0,Closed -Lost,API,14.2982075839453,Europe,,,3.0,2.009321803567251
A01672,Bryant-Rich,True,SMB SaaS,31070.79,34.0,Negotiation,Premium Support,4.599978907268834,Europe,,,6.0,28.333232212344882
A01673,Stone Group,True,MarTech,13236.79,16.0,Closed -Won,Core,11.616871580438467,Europe,,,1.0,1.1141801523804058
A01674,"Williams, Hughes and Hubbard",True,HealthTech,39857.21,45.0,Negotiation,Core,1.0176150520170006,Europe,,,2.0,18.53589425623931
A01675,Lee Group,True,Logistics,15085.68,43.0,Closed -Won,Core,16.65845285894982,Europe,,,0.0,2.271063584288509
A01676,Wilkerson-Ayala,True,EdTech,14375.96,59.0,Closed -Won,Automation,13.77054268715939,LATAM,,,1.0,2.8518992687651816
A01677,Murray-Henderson,True,SMB SaaS,21749.46,9.0,Closed -Won,Core,18.868192491906946,Europe,,,2.0,1.6718644721600806
A01678,"Ellison, Vaughn and Mckee",True,EdTech,32096.18,25.0,Closed -Won,Automation,11.912538357012316,LATAM,,,5.0,2.2431843308913333
A01679,Gallegos-Hayes,True,Logistics,9260.73,55.0,Closed -Won,Analytics,14.579329404364477,Europe,,,0.0,1.7869035051259181
A01680,"Mason, White and Richards",True,E -Commerce,15031.47,31.0,Closed -Won,API,12.937113712687982,Europe,,,3.0,3.4576815494911495
A01681,"Payne, Long and Morris",True,MarTech,13148.02,56.0,Closed -Won,API,15.763882839239331,Asia,,,0.0,2.1162641373710622
A01682,White PLC,True,EdTech,7110.27,1.0,Closed -Won,Analytics,11.655236353324412,Asia,,,2.0,2.008753948314999
A01683,"Huang, Khan and Davis",True,Logistics,9239.29,3.0,Closed -Won,Core,19.782193261981266,Europe,,,2.0,1.5417580009790859
A01684,Holt-Meadows,True,FinTech,7385.66,47.0,Closed -Won,API,3.7622001892197194,Europe,,,7.0,29.91564889197622
A01685,Higgins Inc,True,MarTech,21042.01,22.0,Closed -Won,Premium Support,19.14644071904074,LATAM,,,1.0,2.237722074823827
A01686,Wilson Group,True,EdTech,12704.28,31.0,Closed -Won,Core,1.4815364909800948,North America,,,7.0,33.103646674040974
A01687,"Cox, Mills and Cruz",True,E -Commerce,11248.49,26.0,Closed -Won,Core,15.65727374524074,Europe,,,1.0,1.315441902089912
A01688,"Salazar, Moore and Pierce",True,EdTech,19456.14,25.0,Closed -Won,Automation,6.0988399074795545,LATAM,,,5.0,15.372733863124495
A01689,Tate LLC,True,CyberSecurity,19804.1,56.0,Closed -Won,Core,16.572984485498207,LATAM,,,1.0,2.184169491019115
A01690,"Savage, Huffman and Martin",True,MarTech,31085.91,6.0,Closed -Won,Core,11.809919336620815,North America,,,2.0,2.3583635163756105
A01691,White Ltd,True,HealthTech,2699.88,46.0,Closed -Won,Automation,15.800268665787806,North America,,,0.0,0.2925035981392814
A01692,Barnes LLC,True,HealthTech,27171.55,53.0,Closed -Won,Automation,19.60242191790385,Europe,,,3.0,1.0752673002890119
A01693,"Mack, Griffin and Sims",True,CyberSecurity,6779.21,39.0,Negotiation,Core,11.338124863517532,North America,,,0.0,0.6341554798780993
A01694,Roach and Sons,True,EdTech,18523.04,24.0,Closed -Won,Premium Support,20.355285533581934,LATAM,,,0.0,2.0328844266517456
A01695,Dean LLC,True,EdTech,6359.25,10.0,Closed -Won,API,2.4050179036016237,Asia,,,8.0,29.244674797419872
A01696,Ellis Group,True,CyberSecurity,22794.97,41.0,Closed -Lost,Core,12.700316684239228,Europe,,,1.0,1.503758881573252
