account_id,month,actual_usd,closed_won_usd,churn,active_customer,csat_score,comment_sentiment_score,account_name,industry,contract_length_months,region,client_tenure_months,deal_value_usd,deal_status,feature_purchased,sessions_last_30d,last_login_days,support_tickets_30d,month_period
A01002,2023-01-31,0.0,16237.29,True,False,,,Garcia Ltd,E -Commerce,22.0,LATAM,44.0,12803.47,Closed -Won,Automation,15.571894430822134,1.6955817598026277,0.0,2023-01
A01009,2023-01-31,0.0,5816.57,True,False,,,"Thomas, Vaughan and Copeland",E -Commerce,27.0,Asia,44.0,12873.75,Closed -Lost,Core,12.055167877768687,2.5743495925247686,4.0,2023-01
A01013,2023-01-31,0.0,17312.41,True,False,,,"Harris, Anderson and Love",CyberSecurity,13.0,Europe,15.0,17613.8,Closed -Won,Core,15.241522802425505,3.551563567089678,0.0,2023-01
A01034,2023-01-31,0.0,19357.54,True,False,,,"Barnes, Jackson and Gutierrez",CyberSecurity,17.0,Asia,19.0,13617.73,Closed -Won,Premium Support,17.28335825391664,1.7604281085451519,0.0,2023-01
A01035,2023-01-31,0.0,11658.83,True,False,,,Bell-Bennett,HealthTech,26.0,Europe,4.0,15137.08,Negotiation,API,14.16924458607755,2.3556533932761505,2.0,2023-01
A01044,2023-01-31,0.0,8164.37,True,False,,,"Martin, Preston and Moore",EdTech,16.0,Europe,22.0,22693.77,Closed -Won,Core,14.301377812498686,3.3150562714566263,0.0,2023-01
A01049,2023-01-31,0.0,39306.49,True,False,,,"Larsen, Hernandez and Ward",CyberSecurity,35.0,Europe,40.0,16679.05,Closed -Won,Core,10.678347498522797,1.7302030613951247,2.0,2023-01
A01064,2023-01-31,0.0,4407.02,True,False,,,Armstrong-Young,E -Commerce,25.0,North America,42.0,14008.28,Closed -Won,API,9.836739314899223,3.015900202780414,1.0,2023-01
A01100,2023-01-31,0.0,22469.35,True,False,,,Hill Group,SMB SaaS,27.0,North America,26.0,19435.58,Closed -Won,Core,14.769705510443574,3.2667588218970023,0.0,2023-01
A01109,2023-01-31,0.0,20333.87,True,False,,,"Ortiz, Smith and Deleon",HealthTech,31.0,LATAM,56.0,16641.73,Closed -Won,Analytics,16.9678909863004,1.9956504006559868,1.0,2023-01
A01141,2023-01-31,0.0,14018.8,True,False,,,Ortiz-Hudson,E -Commerce,25.0,North America,52.0,18096.35,Closed -Won,Premium Support,2.8916902715549284,17.865719412296873,4.0,2023-01
A01158,2023-01-31,0.0,4776.89,True,False,,,Ferrell-Henry,CyberSecurity,17.0,North America,51.0,16230.2,Closed -Won,Analytics,14.266708508646298,1.2899563551616458,0.0,2023-01
A01170,2023-01-31,0.0,12246.86,True,False,,,Bates LLC,E -Commerce,11.0,LATAM,55.0,17650.62,Closed -Won,Automation,20.23249949573686,1.4215631620260996,1.0,2023-01
A01176,2023-01-31,0.0,31979.99,True,False,,,Warner-Phillips,CyberSecurity,13.0,Asia,20.0,20767.75,Closed -Won,Analytics,11.68334988266923,2.8031828201810356,1.0,2023-01
A01196,2023-01-31,0.0,10849.55,True,False,,,Carr-Huffman,EdTech,10.0,LATAM,38.0,9821.94,Closed -Won,Analytics,11.62845588042114,1.9245941719960826,0.0,2023-01
A01203,2023-01-31,0.0,34700.07,True,False,,,"Davis, Stanley and Wright",FinTech,18.0,North America,59.0,13973.45,Closed -Lost,Analytics,11.02030564995962,2.6925198408593665,1.0,2023-01
A01207,2023-01-31,0.0,27722.28,True,False,,,Christian-Booth,EdTech,20.0,Europe,31.0,11270.17,Closed -Won,Core,13.827900141058361,2.1131686582934015,0.0,2023-01
A01217,2023-01-31,0.0,29823.06,True,False,,,"Walsh, Wu and Hart",EdTech,33.0,Europe,30.0,20282.11,Closed -Won,Automation,13.266927032114584,2.532607283793853,1.0,2023-01
A01269,2023-01-31,0.0,12567.75,True,False,,,"Baker, Martin and Singleton",CyberSecurity,19.0,Europe,57.0,14626.11,Closed -Won,Core,0.19115566854523802,15.942010859632283,0.0,2023-01
A01295,2023-01-31,0.0,8653.73,True,False,,,Bauer PLC,SMB SaaS,24.0,Europe,57.0,14558.65,Closed -Won,Core,12.44576788026982,2.0364517768993693,0.0,2023-01
A01351,2023-01-31,0.0,13312.03,True,False,,,"Valdez, Houston and Black",EdTech,17.0,North America,4.0,16189.37,Closed -Won,Core,4.838336366616338,20.105365356300005,4.0,2023-01
A01359,2023-01-31,0.0,20636.75,True,False,,,Cortez-Olson,HealthTech,18.0,LATAM,7.0,16232.24,Closed -Won,Automation,14.182037291111202,3.778109739375549,1.0,2023-01
A01369,2023-01-31,0.0,9794.96,True,False,,,Hanson PLC,E -Commerce,35.0,Asia,57.0,18324.53,Closed -Won,Analytics,12.818939648229591,0.4985757675865674,0.0,2023-01
A01374,2023-01-31,0.0,37313.3,True,False,,,"Barnes, Hernandez and Davis",EdTech,21.0,Europe,25.0,15654.01,Closed -Won,API,11.989336720178164,1.7599699007807597,2.0,2023-01
A01383,2023-01-31,0.0,53862.47,True,False,,,Kent Inc,FinTech,33.0,North America,21.0,6505.45,Closed -Won,Core,14.038230095612175,2.889899363243533,2.0,2023-01
A01393,2023-01-31,0.0,10913.93,True,False,,,Hinton-Lane,CyberSecurity,15.0,Europe,59.0,10272.92,Closed -Won,Automation,14.55943615317424,0.9402439457116669,1.0,2023-01
A01398,2023-01-31,0.0,28896.56,True,False,,,"Mann, Martin and Oconnell",FinTech,14.0,North America,39.0,6870.61,Closed -Won,Core,13.447766357758049,3.6956870090748706,1.0,2023-01
A01407,2023-01-31,0.0,36999.7,True,False,,,"Mitchell, Johnson and Greene",SMB SaaS,24.0,Asia,21.0,13051.88,Closed -Lost,Analytics,14.476166751687465,1.8436216222215913,1.0,2023-01
A01413,2023-01-31,0.0,13663.28,True,False,,,Dunn Ltd,MarTech,8.0,North America,15.0,13405.99,Closed -Won,Core,10.182791426245874,3.9835157133335595,1.0,2023-01
A01426,2023-01-31,0.0,8739.69,True,False,,,Black-Smith,HealthTech,34.0,Europe,49.0,16489.74,Closed -Won,Core,15.692146595730712,2.3636187975725265,1.0,2023-01
A01447,2023-01-31,0.0,11372.44,True,False,,,"Clark, Carpenter and Nguyen",EdTech,14.0,LATAM,56.0,9754.03,Closed -Won,Automation,5.649311353097264,30.709939394349192,1.0,2023-01
A01468,2023-01-31,0.0,20292.36,True,False,,,"Ryan, Krause and Mitchell",SMB SaaS,20.0,North America,23.0,13535.66,Negotiation,API,14.613657284258766,2.6043079879670907,1.0,2023-01
A01472,2023-01-31,0.0,3625.49,True,False,,,Davidson LLC,E -Commerce,17.0,Europe,42.0,20056.17,Closed -Won,Premium Support,2.5679034231160442,28.263041175003075,5.0,2023-01
A01477,2023-01-31,0.0,21664.46,True,False,,,Nelson-Wallace,FinTech,19.0,Europe,29.0,5882.3,Negotiation,Analytics,2.5199656963664543,28.723425196797127,3.0,2023-01
A01513,2023-01-31,0.0,15291.88,True,False,,,Booker Inc,EdTech,16.0,LATAM,44.0,11556.04,Closed -Lost,Analytics,3.170765119407629,19.8043830503548,3.0,2023-01
A01526,2023-01-31,0.0,10734.8,True,False,,,"Vang, Gonzalez and Moss",MarTech,21.0,Europe,3.0,16533.4,Negotiation,Core,2.6898004962022557,23.729499578578356,7.0,2023-01
A01548,2023-01-31,0.0,25485.24,True,False,,,"Martin, Schmidt and Cole",HealthTech,27.0,Asia,51.0,14950.77,Closed -Won,Core,10.222902378040327,3.8504168680581126,2.0,2023-01
A01559,2023-01-31,0.0,4987.56,True,False,,,Duncan Group,CyberSecurity,30.0,LATAM,59.0,13841.73,Closed -Lost,Premium Support,9.0161842916806,0.9756513347398683,0.0,2023-01
A01589,2023-01-31,0.0,17950.54,True,False,,,"Ross, Hardin and Navarro",EdTech,17.0,Asia,51.0,11756.88,Negotiation,Premium Support,15.372573629842686,3.768347391590279,1.0,2023-01
A01594,2023-01-31,0.0,22233.33,True,False,,,Hobbs-Hamilton,FinTech,29.0,North America,2.0,12546.68,Closed -Won,Core,14.278917628467434,0.9030672151381427,1.0,2023-01
A01604,2023-01-31,0.0,34646.4,True,False,,,Baker-Ross,SMB SaaS,12.0,Asia,19.0,19718.85,On -Hold,API,5.168336993952558,2.5478735694650663,4.0,2023-01
A01619,2023-01-31,0.0,7871.93,True,False,,,"Mcintosh, Melton and Wilkins",CyberSecurity,9.0,Asia,8.0,3624.4,Closed -Won,Automation,15.279447212690862,1.7688940686389751,1.0,2023-01
A01624,2023-01-31,0.0,13601.24,True,False,,,"Webb, Blair and Thomas",MarTech,28.0,LATAM,1.0,14532.34,Negotiation,Core,5.339628902838186,29.160435317359827,0.0,2023-01
A01650,2023-01-31,0.0,15654.54,True,False,,,Stewart PLC,SMB SaaS,8.0,Asia,50.0,16859.81,Negotiation,Analytics,18.021161999080157,0.0,1.0,2023-01
A01672,2023-01-31,0.0,31070.79,True,False,,,Bryant-Rich,SMB SaaS,17.0,Europe,34.0,11100.51,Negotiation,Premium Support,4.599978907268834,28.333232212344882,6.0,2023-01
A01675,2023-01-31,0.0,15085.68,True,False,,,Lee Group,Logistics,32.0,Europe,43.0,9102.77,Closed -Won,Core,16.65845285894982,2.271063584288509,0.0,2023-01
A01712,2023-01-31,0.0,43790.46,True,False,,,Carter and Sons,E -Commerce,28.0,Asia,28.0,18901.2,Closed -Won,Analytics,10.581607330553563,1.3902241186793565,1.0,2023-01
A01723,2023-01-31,0.0,3682.32,True,False,,,Mclaughlin and Sons,E -Commerce,10.0,Asia,39.0,4561.59,Closed -Won,Analytics,13.173902571002683,2.67627642745509,0.0,2023-01
A01735,2023-01-31,0.0,21353.34,True,False,,,"Stewart, Herrera and Clark",FinTech,31.0,Asia,51.0,14286.11,Closed -Won,Analytics,12.614362198589236,1.4287063621319152,0.0,2023-01
A01748,2023-01-31,0.0,23622.95,True,False,,,Peterson Group,Logistics,23.0,North America,23.0,19586.09,Closed -Won,Analytics,13.403303210772208,1.4806647699024045,0.0,2023-01
A01751,2023-01-31,0.0,40872.42,True,False,,,"Haney, Harris and Johnson",FinTech,6.0,Asia,55.0,20310.0,Closed -Won,Automation,14.073179209588515,3.3395220849476783,1.0,2023-01
A01771,2023-01-31,0.0,33637.93,True,False,,,Bradley-Davis,CyberSecurity,28.0,LATAM,20.0,22427.6,Closed -Won,Core,10.246762279793142,1.8902604025159668,0.0,2023-01
A01790,2023-01-31,0.0,35111.1,True,False,,,Peters-Short,EdTech,31.0,Europe,45.0,14567.22,Closed -Won,Core,12.25385995366377,3.3268669568197757,1.0,2023-01
A01791,2023-01-31,0.0,7186.19,True,False,,,Parker Group,CyberSecurity,8.0,Asia,35.0,21689.9,Closed -Won,Automation,3.962497240118157,34.02858941198566,3.0,2023-01
A01794,2023-01-31,0.0,8372.57,True,False,,,"Brown, Robinson and Taylor",CyberSecurity,19.0,LATAM,17.0,18648.33,Closed -Won,Core,8.832023393282295,3.723045430970873,0.0,2023-01
A01795,2023-01-31,0.0,15760.22,True,False,,,"Berger, Fields and Smith",E -Commerce,13.0,North America,29.0,19874.37,Closed -Won,API,17.253011020758333,1.1138596965604355,1.0,2023-01
A01796,2023-01-31,0.0,11690.44,True,False,,,Guerrero Group,FinTech,20.0,North America,12.0,12459.21,Closed -Won,API,3.6783797382552876,23.13339058193133,6.0,2023-01
A01799,2023-01-31,0.0,29033.29,True,False,,,Hudson-Gentry,SMB SaaS,13.0,Asia,29.0,16200.12,Closed -Won,API,19.212049720347608,0.2527036669919147,0.0,2023-01
A01810,2023-01-31,0.0,22119.47,True,False,,,Wells and Sons,MarTech,29.0,Asia,57.0,13362.11,Closed -Won,Analytics,8.54332581382744,2.381048087399497,2.0,2023-01
A01836,2023-01-31,0.0,32362.36,True,False,,,"Curry, Acosta and Elliott",Logistics,25.0,North America,9.0,18916.95,Closed -Won,Core,16.165708351613524,0.9988575755291487,1.0,2023-01
A01840,2023-01-31,0.0,4980.07,True,False,,,Washington-Martinez,SMB SaaS,15.0,Europe,33.0,16458.33,Closed -Won,Premium Support,17.33900061813953,0.8779138861024043,3.0,2023-01
A01847,2023-01-31,0.0,50262.54,True,False,,,Washington PLC,CyberSecurity,33.0,Asia,24.0,15692.14,Closed -Won,Premium Support,18.422023190367028,0.6960584129610505,1.0,2023-01
A01857,2023-01-31,0.0,17862.18,True,False,,,Thomas-Berg,HealthTech,6.0,North America,23.0,19126.12,Closed -Won,Core,3.8808273754795923,16.712023264709874,2.0,2023-01
A01859,2023-01-31,0.0,11221.07,True,False,,,Gregory-Nixon,MarTech,12.0,North America,31.0,10094.78,Closed -Won,Core,9.362601212001927,0.022941580747375623,0.0,2023-01
A01879,2023-01-31,0.0,10381.14,True,False,,,"Mayer, Fowler and Livingston",CyberSecurity,33.0,North America,43.0,10275.98,Closed -Won,Analytics,12.347076237443554,2.6193856420858213,1.0,2023-01
A01933,2023-01-31,0.0,6608.19,True,False,,,Mann PLC,Logistics,27.0,LATAM,50.0,13087.22,Closed -Won,Analytics,18.672910232050217,3.13037949237705,0.0,2023-01
A01993,2023-01-31,0.0,9536.26,True,False,,,Harvey-Diaz,SMB SaaS,29.0,Europe,17.0,12519.03,Closed -Won,Automation,13.91248297100365,0.0,1.0,2023-01
A02012,2023-01-31,0.0,20104.16,True,False,,,Rojas-Smith,HealthTech,9.0,LATAM,24.0,11049.7,Closed -Won,Core,12.74308305074681,2.5175954936151803,0.0,2023-01
A02026,2023-01-31,0.0,22181.59,True,False,,,"Martinez, Green and Lopez",MarTech,21.0,LATAM,28.0,15735.06,Closed -Won,Core,11.732865622455899,1.903420537089146,1.0,2023-01
A02028,2023-01-31,0.0,21919.73,True,False,,,Watson PLC,E -Commerce,9.0,Europe,57.0,19906.78,Negotiation,API,15.639989980549727,0.6267391416777066,1.0,2023-01
A00007,2023-01-31,0.0,8684.31,True,False,,,Blake and Sons,EdTech,19.0,North America,6.0,22024.11,Closed -Lost,Core,14.124417609055172,3.8757640278327723,1.0,2023-01
A00008,2023-01-31,0.0,40271.82,True,False,,,"Henderson, Ramirez and Lewis",EdTech,33.0,LATAM,42.0,20368.75,Closed -Won,Automation,13.81559776643514,1.1123701159605788,2.0,2023-01
A00012,2023-01-31,0.0,12787.76,True,False,,,Dudley Group,EdTech,22.0,Europe,58.0,18088.82,Closed -Won,Premium Support,13.291164093550433,2.4001238323252414,2.0,2023-01
A00024,2023-01-31,0.0,11859.74,True,False,,,Morales-Jones,SMB SaaS,27.0,Asia,55.0,11866.74,Closed -Won,Core,5.996361260352986,32.278749567614064,1.0,2023-01
A00048,2023-01-31,0.0,13447.12,True,False,,,"Martin, Rose and Obrien",MarTech,24.0,Europe,53.0,9016.25,Closed -Won,Analytics,13.99205860626169,1.4461974033389766,1.0,2023-01
A00063,2023-01-31,0.0,4159.45,True,False,,,Wright and Sons,Logistics,27.0,LATAM,22.0,13525.07,Closed -Won,Core,14.812442470643044,1.7894310367270574,0.0,2023-01
A00073,2023-01-31,0.0,41386.38,True,False,,,Henderson-Bernard,Logistics,21.0,North America,28.0,20611.6,Closed -Won,Analytics,11.427132955518106,2.3676609932772745,1.0,2023-01
A00081,2023-01-31,0.0,9248.43,True,False,,,"Sanchez, Wheeler and Harvey",FinTech,11.0,North America,56.0,18531.35,Closed -Won,Core,17.339624301766545,1.7505920932047423,1.0,2023-01
A00084,2023-01-31,0.0,28841.17,True,False,,,"Edwards, Baker and Anderson",FinTech,29.0,North America,50.0,11754.6,Closed -Won,Premium Support,19.775639233277765,2.512558693474669,3.0,2023-01
A00085,2023-01-31,0.0,19133.27,True,False,,,"Evans, Stewart and Walton",EdTech,24.0,Europe,38.0,12917.36,Closed -Won,Core,16.568926930866553,1.2247423402425035,2.0,2023-01
A00094,2023-01-31,0.0,3288.67,True,False,,,Newton and Sons,SMB SaaS,23.0,Europe,23.0,13610.91,Closed -Won,Automation,2.784124406813188,35.328540934653404,4.0,2023-01
A00098,2023-01-31,0.0,7335.78,True,False,,,Davis Group,CyberSecurity,19.0,LATAM,41.0,10676.7,Closed -Won,Automation,0.0,22.562595250642207,2.0,2023-01
A00101,2023-01-31,0.0,27549.05,True,False,,,Figueroa PLC,E -Commerce,35.0,Asia,50.0,19143.03,Closed -Won,Automation,10.823329420654133,1.7868314750696952,0.0,2023-01
A00104,2023-01-31,22915.63,22915.63,False,True,,,"Tran, Jordan and Williams",E -Commerce,19.0,North America,1.0,10116.09,Closed -Won,Automation,14.714601962186038,2.418894570475197,0.0,2023-01
A00136,2023-01-31,0.0,3238.99,True,False,,,"Lawson, Morris and Ramos",HealthTech,32.0,Asia,18.0,14557.57,Closed -Won,Core,4.751584571153561,1.1011335755370713,0.0,2023-01
A00157,2023-01-31,0.0,17623.81,True,False,,,"Mitchell, Nelson and Flores",FinTech,14.0,Europe,8.0,16316.45,Negotiation,Automation,14.669713808524488,0.5577832378913798,2.0,2023-01
A00174,2023-01-31,0.0,16318.16,True,False,,,Lewis-Murphy,SMB SaaS,8.0,LATAM,43.0,7408.53,Closed -Won,API,11.427297711835678,2.388798666881234,2.0,2023-01
A00193,2023-01-31,0.0,26096.08,True,False,,,Short-Garcia,HealthTech,11.0,LATAM,36.0,18555.17,Closed -Won,Core,4.980322400210639,30.86892909900717,3.0,2023-01
A00200,2023-01-31,0.0,17718.57,True,False,,,Christensen PLC,CyberSecurity,7.0,North America,57.0,11600.22,Closed -Won,Core,15.22439024892713,3.2363569180773037,1.0,2023-01
A00205,2023-01-31,0.0,33215.14,True,False,,,Miller Ltd,CyberSecurity,31.0,Asia,27.0,9685.89,Closed -Won,Core,12.407439177568271,0.7106735687676227,2.0,2023-01
A00206,2023-01-31,0.0,9828.15,True,False,,,Freeman-Chang,EdTech,7.0,LATAM,16.0,11960.98,Negotiation,Core,11.727169151335152,4.482270254482412,1.0,2023-01
A00218,2023-01-31,0.0,22203.71,True,False,,,Erickson and Sons,HealthTech,7.0,Europe,6.0,14517.81,Closed -Won,API,12.723054500210422,3.2266669766367415,0.0,2023-01
A00228,2023-01-31,0.0,9190.16,True,False,,,"Duran, Obrien and Gibbs",CyberSecurity,26.0,LATAM,35.0,12920.53,Closed -Won,API,1.860213116293713,34.19496382875409,7.0,2023-01
A00247,2023-01-31,0.0,11427.82,True,False,,,Davis Ltd,CyberSecurity,26.0,LATAM,45.0,14436.57,Closed -Won,Core,15.654884186271017,0.0,0.0,2023-01
A00269,2023-01-31,0.0,31894.65,True,False,,,Hicks-Hill,HealthTech,28.0,North America,37.0,6878.97,Closed -Won,Core,16.29214291947424,1.6569913809837193,3.0,2023-01
A00283,2023-01-31,0.0,17451.56,True,False,,,"Pollard, Simpson and Johnson",EdTech,6.0,Europe,40.0,16622.03,Closed -Won,Analytics,10.138093404559068,3.09121877718138,2.0,2023-01
A00306,2023-01-31,0.0,2370.41,True,False,,,Bruce-Gonzalez,EdTech,28.0,Asia,9.0,10189.32,Negotiation,Analytics,7.529315339577648,3.5875715067580414,0.0,2023-01
A00351,2023-01-31,0.0,40571.67,True,False,,,Fernandez and Sons,CyberSecurity,16.0,North America,32.0,11001.51,Closed -Won,Analytics,19.705090840766218,2.9432302720603776,1.0,2023-01
A00352,2023-01-31,0.0,8878.15,True,False,,,Guerrero Inc,HealthTech,7.0,North America,3.0,11960.75,Closed -Won,API,9.28257375861968,1.4188264063256564,2.0,2023-01
A00363,2023-01-31,0.0,16494.88,True,False,,,"Hernandez, Martinez and Weber",HealthTech,31.0,Asia,14.0,15635.27,Closed -Won,Core,15.190454380943372,4.072542864700802,1.0,2023-01
A00379,2023-01-31,0.0,8893.54,True,False,,,Moore Group,HealthTech,35.0,LATAM,23.0,19574.05,Closed -Won,Analytics,1.8327793202334999,23.502891696823603,2.0,2023-01
A00383,2023-01-31,0.0,28423.75,True,False,,,"Austin, Day and Johnson",CyberSecurity,9.0,Europe,56.0,10710.42,Closed -Won,API,3.6214264034858217,22.24235646717747,9.0,2023-01
A00400,2023-01-31,0.0,36979.43,True,False,,,Duran LLC,EdTech,17.0,LATAM,19.0,18468.27,Closed -Won,Analytics,14.835195397618463,4.605986288359328,1.0,2023-01
A00428,2023-01-31,0.0,25690.89,True,False,,,Jones-Lin,MarTech,27.0,LATAM,48.0,16071.47,Closed -Won,Analytics,2.327074760241654,29.0225077166316,3.0,2023-01
A00445,2023-01-31,0.0,9521.97,True,False,,,"Conner, Li and Santiago",CyberSecurity,20.0,North America,30.0,15068.07,Closed -Lost,API,9.87651807607691,1.2168719049427272,2.0,2023-01
A00454,2023-01-31,6752.55,6752.55,False,True,,,White Ltd,EdTech,26.0,North America,2.0,14734.49,Negotiation,Premium Support,11.374080858680834,2.1220506282291067,0.0,2023-01
A00455,2023-01-31,0.0,12134.45,True,False,,,"Lamb, Martin and Kim",HealthTech,27.0,North America,36.0,12635.7,Closed -Won,Automation,14.67679895167452,3.018926211167295,1.0,2023-01
A00464,2023-01-31,0.0,2872.48,True,False,,,Spencer-Garcia,Logistics,14.0,North America,25.0,21348.41,Closed -Won,Core,13.021594670885133,3.003381313706033,0.0,2023-01
A00473,2023-01-31,0.0,6489.46,True,False,,,Moody-Taylor,CyberSecurity,33.0,Asia,26.0,14536.94,Closed -Won,Core,12.322223540390754,3.008850840270126,1.0,2023-01
A00474,2023-01-31,0.0,34701.51,True,False,,,Lowery-Kennedy,MarTech,32.0,Europe,28.0,17495.8,Closed -Won,Automation,11.376500142473654,2.7742354415187958,0.0,2023-01
A00479,2023-01-31,0.0,25579.3,True,False,,,Young-Martinez,SMB SaaS,8.0,Europe,40.0,6162.39,Closed -Won,Analytics,14.360380297733727,2.438857446206132,3.0,2023-01
A00480,2023-01-31,0.0,15725.8,True,False,,,Barnes PLC,CyberSecurity,11.0,Asia,7.0,16504.69,Closed -Won,Analytics,18.73508920671049,1.97842258338473,0.0,2023-01
A00482,2023-01-31,0.0,12105.8,True,False,,,Carlson-Smith,Logistics,17.0,LATAM,49.0,15699.69,Closed -Lost,API,4.753163165465498,27.56449699688517,2.0,2023-01
A00484,2023-01-31,0.0,23905.35,True,False,,,Mendez and Sons,FinTech,15.0,Europe,48.0,11463.71,Closed -Won,Analytics,9.934629800885082,2.9622205728019577,0.0,2023-01
A00510,2023-01-31,0.0,6812.33,True,False,,,Williams-Berg,SMB SaaS,7.0,LATAM,14.0,17735.02,Closed -Won,Core,12.29326220615622,2.5328672079740326,2.0,2023-01
A00527,2023-01-31,0.0,5266.87,True,False,,,Osborn-Cochran,HealthTech,26.0,North America,55.0,14676.37,Closed -Won,Analytics,10.28154623569091,2.2376138609364506,3.0,2023-01
A00539,2023-01-31,0.0,29939.25,True,False,,,Owens-Holmes,Logistics,12.0,LATAM,32.0,17843.55,Closed -Won,Core,14.367765696797731,3.0203887312819786,0.0,2023-01
A00540,2023-01-31,0.0,11499.35,True,False,,,Humphrey PLC,Logistics,11.0,Europe,2.0,16699.48,Closed -Lost,Analytics,1.4102560180739068,28.24846666502752,8.0,2023-01
A00541,2023-01-31,0.0,20311.74,True,False,,,"Matthews, Saunders and Anderson",E -Commerce,24.0,Europe,42.0,16164.29,Closed -Won,Core,16.733377532133055,0.5623107270331105,2.0,2023-01
A00545,2023-01-31,0.0,26203.2,True,False,,,"Jacobson, Singleton and King",E -Commerce,23.0,Europe,50.0,10316.15,Closed -Won,API,15.33875229217956,1.629460112416539,0.0,2023-01
A00554,2023-01-31,0.0,15552.78,True,False,,,Ballard Ltd,CyberSecurity,24.0,Europe,19.0,17579.66,Closed -Lost,Core,5.4178319045431405,21.36707808869838,7.0,2023-01
A00556,2023-01-31,0.0,8247.79,True,False,,,Moore Group,MarTech,11.0,LATAM,30.0,14139.28,Closed -Won,Premium Support,17.074637698479926,2.0451080012133964,0.0,2023-01
A00576,2023-01-31,0.0,583.5,True,False,,,"Cole, Pierce and Bryan",E -Commerce,10.0,North America,23.0,21571.79,Closed -Won,Premium Support,14.175438269174899,0.6834308283581589,1.0,2023-01
A00579,2023-01-31,0.0,5298.07,True,False,,,"Mcmillan, Fischer and Gonzalez",Logistics,34.0,Asia,53.0,16373.5,Closed -Won,Core,15.25389282754849,1.4292782676888773,1.0,2023-01
A00600,2023-01-31,0.0,16825.04,True,False,,,Fox-Edwards,CyberSecurity,7.0,LATAM,38.0,20860.5,Closed -Won,Premium Support,18.463350791496033,2.170350259924714,1.0,2023-01
A00620,2023-01-31,0.0,14389.5,True,False,,,Russell Group,EdTech,10.0,Europe,9.0,15284.35,Closed -Won,Core,7.35977861656393,37.622079332384715,3.0,2023-01
A00647,2023-01-31,0.0,11004.49,True,False,,,Richardson-Walker,EdTech,30.0,Asia,28.0,24647.25,Closed -Won,Analytics,8.790073662700275,1.4329688779243077,1.0,2023-01
A00666,2023-01-31,0.0,1503.96,True,False,,,Cannon Ltd,CyberSecurity,15.0,Europe,41.0,14246.21,Closed -Won,Core,9.784185658323917,3.696639678142234,1.0,2023-01
A00696,2023-01-31,0.0,22804.53,True,False,,,Rivera Inc,E -Commerce,26.0,Europe,15.0,10057.1,Closed -Won,Core,16.526348438495802,1.1853551391619521,1.0,2023-01
A00699,2023-01-31,0.0,48594.5,True,False,,,"Morrison, Russo and Lopez",FinTech,29.0,Europe,3.0,13777.12,Closed -Won,Analytics,16.147107021977142,1.4160999265109966,2.0,2023-01
A00704,2023-01-31,0.0,6828.14,True,False,,,Dominguez Ltd,HealthTech,19.0,North America,11.0,15763.58,Closed -Won,Analytics,5.375552200633873,0.5655791009924398,0.0,2023-01
A00712,2023-01-31,0.0,8538.37,True,False,,,Tran-Silva,E -Commerce,25.0,Europe,31.0,25339.01,Negotiation,Automation,15.561900254763575,1.7209149021864922,1.0,2023-01
A00713,2023-01-31,0.0,14455.46,True,False,,,"Butler, Hernandez and Rivera",HealthTech,30.0,Asia,43.0,15263.38,Closed -Lost,API,12.765719334121194,0.9200473136988243,0.0,2023-01
A00716,2023-01-31,0.0,44650.18,True,False,,,Levy-May,SMB SaaS,8.0,North America,48.0,17949.95,Closed -Won,Analytics,6.6206587595294835,18.96979760881441,3.0,2023-01
A00723,2023-01-31,0.0,15131.85,True,False,,,Kirby and Sons,Logistics,8.0,LATAM,50.0,12407.45,Closed -Lost,API,0.0,26.331186030263076,2.0,2023-01
A00725,2023-01-31,0.0,27263.42,True,False,,,Wagner LLC,EdTech,35.0,LATAM,47.0,16306.87,Closed -Lost,API,0.8796702564139895,22.117672635674325,4.0,2023-01
A00739,2023-01-31,0.0,20121.48,True,False,,,Walsh Ltd,E -Commerce,24.0,Asia,44.0,18623.81,Closed -Won,API,11.457955656956555,3.1145464908808873,2.0,2023-01
A00740,2023-01-31,0.0,20116.26,True,False,,,Miller Group,Logistics,29.0,Asia,54.0,13963.74,Closed -Won,Core,16.809781396566315,1.0334831086469964,0.0,2023-01
A00743,2023-01-31,0.0,22797.59,True,False,,,Lewis Ltd,FinTech,17.0,North America,38.0,11178.52,Closed -Won,Core,10.186563870322782,0.590952268905401,0.0,2023-01
A00744,2023-01-31,0.0,7360.51,True,False,,,"Alvarez, Williams and Jones",Logistics,7.0,Asia,16.0,13267.92,Closed -Won,Core,14.186858625471837,3.688304825323471,1.0,2023-01
A00747,2023-01-31,0.0,5927.12,True,False,,,Ali PLC,MarTech,20.0,North America,32.0,17639.13,Closed -Won,Core,12.310706880562403,2.3813323151245265,1.0,2023-01
A00757,2023-01-31,0.0,17819.57,True,False,,,Kelly Group,CyberSecurity,31.0,Europe,44.0,16744.05,Closed -Won,Automation,16.006432701431965,2.27812121972938,1.0,2023-01
A00761,2023-01-31,0.0,6327.37,True,False,,,Moore-Dawson,FinTech,33.0,LATAM,11.0,18235.88,Closed -Won,Core,12.211223848925847,5.157756183825162,4.0,2023-01
A00763,2023-01-31,0.0,14289.38,True,False,,,Smith LLC,MarTech,10.0,LATAM,56.0,12532.78,Closed -Won,Core,10.700416658540256,1.8021362962603336,0.0,2023-01
